strain_id,T0_noMTX_noDrug.MID2_TPO4,T0_noMTX_noDrug.PLM2_SNA3,T0_noMTX_noDrug.MID2_WSC2,T0_noMTX_noDrug.SNA4_GTR2,T0_noMTX_noDrug.ALO1_ADE17,T0_noMTX_noDrug.ERG11_PIS1,T0_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.SRO9_GIS2,T0_noMTX_noDrug.HNM1_TPO1,T0_noMTX_noDrug.SRO9_SGN1,T0_noMTX_noDrug.HUG1_ADE17,T0_noMTX_noDrug.PLM2_HNM1,T0_noMTX_noDrug.ERG11_ORM2,T0_noMTX_noDrug.HNM1_RBD2,T0_noMTX_noDrug.ERV25_ERG5,T0_noMTX_noDrug.PMC1_GTR2,T0_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.SSH1_ERG11,T0_noMTX_noDrug.ADE17_HYR1,T0_noMTX_noDrug.ERG27_ACF2,T0_noMTX_noDrug.ALO1_HYR1,T0_noMTX_noDrug.HUG1_PGM2,T0_noMTX_noDrug.SRO9_DHH1,T0_noMTX_noDrug.MID2_RSN1,T0_noMTX_noDrug.ERG11_ERV25,T0_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.ALO1_UIP4,T0_noMTX_noDrug.SSH1_ERV25,T0_noMTX_noDrug.SSH1_PIS1,T0_noMTX_noDrug.ERG11_TPO4,T0_noMTX_noDrug.TPO1_TPO2,T0_noMTX_noDrug.ERG11_ERG5,T0_noMTX_noDrug.RET2_EMP70,T0_noMTX_noDrug.ERV25_RBD2,T0_noMTX_noDrug.ERV25_PIS1,T0_noMTX_noDrug.FMP45_HNM1,T0_noMTX_noDrug.HNM1_MAM33,T0_noMTX_noDrug.noPPI_reference,T0_noMTX_noDrug.SSH1_ORM2,T0_noMTX_noDrug.PMC1_CTR2,T0_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.FMP45_MEP1,T0_noMTX_noDrug.HNM1_MID2,T0_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_ERG11,T0_noMTX_noDrug.SNA4_VAC8,T0_noMTX_noDrug.ERV25_EMP47,T0_noMTX_noDrug.ERG11_MID2,T0_noMTX_noDrug.ERV25_ORM2,T0_noMTX_noDrug.ERV25_UIP4,T0_noMTX_noDrug.ADE17_GIS2,T0_noMTX_noDrug.TPO1_TCB2,T0_noMTX_noDrug.HNM1_TPO4,T0_noMTX_noDrug.ERG11_HYR1,T0_noMTX_noDrug.FMP45_MID2,T0_noMTX_noDrug.MID2_MAM33,T0_noMTX_noDrug.MID2_PIN2,T0_noMTX_noDrug.MID2_TPO2,T0_noMTX_noDrug.GTR1_SLM4,T0_noMTX_noDrug.ADE17_PGM2,T0_noMTX_noDrug.RET2_SNA3
668,39.0,187.0,6.0,3.0,15.0,15.0,15.0,0.0,31.0,9.0,28.0,10.0,1.0,3.0,24.0,5.0,28.0,8.0,162.0,6.0,9.0,36.0,30.0,15.0,3.0,4.0,6.0,9.0,0.0,2.0,51.0,7.0,4.0,45.0,1.0,13.0,51.0,14.0,20.0,4.0,1.0,24.0,17.0,12.0,38.0,20.0,44.0,8.0,25.0,13.0,40.0,3.0,50.0,6.0,4.0,14.0,78.0,25.0,22.0,7.0,59.0,6.0
673,5709.0,3268.0,3489.0,9326.0,10326.0,3267.0,7843.0,1345.0,1851.0,3133.0,891.0,11194.0,717.0,1198.0,8481.0,8557.0,2016.0,4614.0,1707.0,2309.0,1870.0,1340.0,3180.0,4557.0,361.0,3212.0,1849.0,5226.0,1685.0,2548.0,3319.0,3070.0,332.0,376.0,251.0,6057.0,2508.0,564.0,15312.0,6785.0,163.0,2263.0,4454.0,4258.0,4897.0,5698.0,5358.0,1422.0,4774.0,8408.0,3043.0,1081.0,3004.0,2853.0,3147.0,8678.0,5253.0,3523.0,3282.0,418.0,772.0,225.0
674,99.0,24.0,17.0,38.0,138.0,102.0,202.0,54.0,6.0,71.0,31.0,196.0,28.0,28.0,243.0,30.0,27.0,33.0,25.0,116.0,262.0,75.0,90.0,72.0,14.0,10.0,181.0,113.0,4.0,76.0,122.0,93.0,9.0,67.0,2.0,218.0,46.0,29.0,33.0,28.0,3.0,74.0,211.0,63.0,27.0,96.0,9.0,56.0,47.0,83.0,129.0,5.0,71.0,44.0,84.0,395.0,97.0,65.0,30.0,568.0,4.0,7.0
676,196.0,27.0,53.0,2873.0,34.0,117.0,128.0,37.0,450.0,89.0,83.0,189.0,18.0,302.0,250.0,32.0,144.0,142.0,1626.0,526.0,49.0,145.0,42.0,90.0,23.0,40.0,65.0,74.0,24.0,59.0,42.0,113.0,4.0,48.0,7.0,79.0,741.0,40.0,90.0,32.0,7.0,46.0,408.0,68.0,691.0,152.0,1969.0,88.0,149.0,283.0,45.0,383.0,29.0,764.0,47.0,17.0,122.0,67.0,70.0,27.0,878.0,14.0
677,20.0,16.0,18.0,20.0,49.0,16.0,38.0,27.0,5.0,16.0,15.0,28.0,4.0,7.0,29.0,10.0,15.0,2.0,11.0,7.0,5.0,18.0,12.0,19.0,2.0,12.0,44.0,13.0,3.0,2.0,64.0,20.0,4.0,5.0,2.0,15.0,4.0,21.0,9.0,21.0,2.0,34.0,10.0,8.0,8.0,7.0,6.0,29.0,8.0,13.0,8.0,2.0,61.0,9.0,4.0,22.0,51.0,22.0,27.0,311.0,10.0,7.0
683,37.0,11.0,95.0,18.0,545.0,18.0,14.0,4.0,5.0,66.0,10.0,10.0,6.0,38.0,308.0,31.0,4.0,13.0,11.0,8.0,257.0,17.0,26.0,14.0,7.0,28.0,297.0,26.0,46.0,8.0,20.0,16.0,7.0,126.0,10.0,27.0,8.0,34.0,12.0,32.0,2.0,3.0,17.0,23.0,14.0,38.0,64.0,345.0,5.0,46.0,409.0,3.0,31.0,13.0,9.0,24.0,26.0,10.0,13.0,7.0,4.0,4.0
685,225.0,220.0,420.0,329.0,49.0,85.0,162.0,32.0,171.0,71.0,59.0,149.0,27.0,72.0,114.0,66.0,96.0,77.0,89.0,98.0,10.0,88.0,69.0,177.0,17.0,93.0,45.0,140.0,53.0,105.0,48.0,55.0,7.0,25.0,1.0,72.0,193.0,25.0,163.0,40.0,2.0,17.0,57.0,147.0,220.0,231.0,47.0,65.0,199.0,243.0,51.0,36.0,24.0,180.0,61.0,66.0,254.0,107.0,111.0,14.0,54.0,9.0
689,53.0,9.0,6.0,14.0,12.0,12.0,29.0,4.0,27.0,9.0,12.0,48.0,6.0,3.0,81.0,2.0,20.0,20.0,11.0,145.0,6.0,42.0,7.0,31.0,3.0,3.0,4.0,38.0,4.0,12.0,6.0,24.0,3.0,4.0,3.0,17.0,26.0,20.0,41.0,2.0,4.0,5.0,30.0,12.0,9.0,12.0,5.0,8.0,22.0,32.0,6.0,88.0,4.0,6.0,11.0,38.0,30.0,26.0,26.0,2.0,4.0,2.0
690,3.0,11.0,7.0,14.0,26.0,41.0,73.0,11.0,10.0,40.0,15.0,39.0,7.0,29.0,23.0,5.0,15.0,4.0,406.0,12.0,5.0,17.0,36.0,1.0,9.0,2.0,33.0,21.0,4.0,10.0,10.0,43.0,4.0,4.0,1.0,60.0,20.0,24.0,17.0,9.0,3.0,8.0,15.0,22.0,4.0,9.0,15.0,16.0,27.0,1042.0,9.0,8.0,6.0,9.0,42.0,14.0,4.0,17.0,4.0,17.0,143.0,2.0
692,150.0,126.0,76.0,182.0,18.0,114.0,169.0,21.0,83.0,17.0,180.0,315.0,25.0,70.0,408.0,107.0,231.0,39.0,168.0,370.0,32.0,166.0,14.0,87.0,13.0,45.0,95.0,119.0,11.0,77.0,679.0,60.0,21.0,19.0,21.0,366.0,119.0,33.0,37.0,84.0,10.0,418.0,85.0,497.0,125.0,701.0,24.0,25.0,83.0,107.0,84.0,92.0,444.0,140.0,55.0,236.0,218.0,70.0,91.0,11.0,14.0,14.0
693,36.0,17.0,85.0,37.0,26.0,77.0,120.0,36.0,8.0,59.0,36.0,111.0,24.0,117.0,108.0,32.0,55.0,12.0,12.0,54.0,6.0,40.0,49.0,16.0,10.0,13.0,40.0,42.0,11.0,72.0,86.0,30.0,25.0,8.0,6.0,85.0,9.0,30.0,53.0,19.0,14.0,78.0,33.0,38.0,11.0,49.0,7.0,6.0,29.0,74.0,10.0,6.0,86.0,15.0,66.0,130.0,10.0,16.0,21.0,27.0,5.0,27.0
695,142.0,33.0,142.0,52.0,199.0,27.0,75.0,21.0,7.0,95.0,14.0,55.0,9.0,15.0,149.0,20.0,21.0,22.0,18.0,146.0,125.0,35.0,42.0,49.0,11.0,52.0,149.0,46.0,5.0,26.0,390.0,20.0,32.0,17.0,2.0,53.0,29.0,33.0,29.0,26.0,13.0,315.0,47.0,56.0,16.0,67.0,4.0,93.0,37.0,77.0,151.0,205.0,436.0,32.0,50.0,141.0,67.0,58.0,32.0,43.0,33.0,36.0
697,26.0,30.0,11.0,10.0,43.0,29.0,16.0,1.0,12.0,17.0,23.0,92.0,7.0,9.0,13.0,14.0,53.0,9.0,12.0,77.0,23.0,54.0,12.0,18.0,1.0,19.0,56.0,13.0,2.0,7.0,70.0,12.0,28.0,9.0,1.0,30.0,39.0,27.0,12.0,26.0,11.0,55.0,28.0,21.0,17.0,25.0,7.0,14.0,30.0,33.0,35.0,5.0,55.0,8.0,56.0,57.0,13.0,14.0,16.0,431.0,7.0,34.0
7,65.0,9.0,305.0,16.0,7.0,16.0,46.0,10.0,53.0,4.0,3.0,88.0,3.0,10.0,126.0,2.0,29.0,12.0,111.0,94.0,6.0,12.0,23.0,31.0,7.0,7.0,25.0,17.0,3.0,4.0,190.0,2.0,305.0,6.0,3.0,7.0,76.0,15.0,23.0,8.0,13.0,110.0,7.0,30.0,54.0,35.0,7.0,17.0,27.0,44.0,14.0,3.0,131.0,67.0,20.0,25.0,95.0,18.0,44.0,4.0,3.0,298.0
701,29.0,11.0,111.0,103.0,8.0,64.0,123.0,11.0,79.0,12.0,56.0,72.0,5.0,36.0,57.0,8.0,111.0,27.0,325.0,11.0,10.0,89.0,18.0,49.0,8.0,7.0,12.0,71.0,79.0,33.0,136.0,52.0,6.0,6.0,1.0,10.0,260.0,22.0,125.0,0.0,1.0,96.0,30.0,53.0,155.0,98.0,79.0,19.0,93.0,33.0,12.0,136.0,90.0,230.0,21.0,96.0,60.0,34.0,39.0,8.0,234.0,7.0
702,192.0,294.0,247.0,197.0,158.0,263.0,329.0,29.0,95.0,86.0,141.0,462.0,55.0,39.0,373.0,258.0,220.0,77.0,90.0,174.0,148.0,140.0,77.0,191.0,27.0,278.0,34.0,128.0,48.0,245.0,31.0,192.0,11.0,21.0,7.0,333.0,230.0,31.0,213.0,171.0,9.0,9.0,300.0,353.0,270.0,458.0,14.0,36.0,310.0,190.0,58.0,63.0,29.0,251.0,135.0,564.0,224.0,166.0,116.0,22.0,56.0,8.0
703,11.0,5.0,1.0,12.0,97.0,52.0,95.0,6.0,17.0,16.0,1.0,8.0,9.0,2.0,79.0,5.0,6.0,4.0,3.0,23.0,2.0,7.0,20.0,5.0,3.0,3.0,68.0,33.0,2.0,14.0,19.0,12.0,2.0,4.0,16.0,7.0,1.0,10.0,12.0,7.0,1.0,2.0,17.0,6.0,1.0,6.0,0.0,87.0,10.0,28.0,48.0,0.0,14.0,1.0,121.0,14.0,1.0,9.0,6.0,102.0,1.0,1.0
705,150.0,21.0,270.0,114.0,144.0,36.0,89.0,18.0,61.0,55.0,36.0,91.0,9.0,16.0,332.0,20.0,68.0,69.0,32.0,156.0,19.0,87.0,17.0,73.0,14.0,66.0,144.0,78.0,1.0,39.0,100.0,16.0,319.0,47.0,19.0,62.0,185.0,23.0,38.0,28.0,16.0,41.0,89.0,152.0,200.0,151.0,1.0,138.0,69.0,438.0,254.0,10.0,89.0,50.0,61.0,67.0,129.0,77.0,67.0,10.0,10.0,325.0
709,23.0,11.0,42.0,19.0,145.0,43.0,67.0,15.0,24.0,41.0,23.0,28.0,13.0,98.0,165.0,18.0,21.0,22.0,83.0,4.0,99.0,31.0,36.0,25.0,8.0,11.0,180.0,36.0,14.0,20.0,24.0,22.0,1.0,124.0,2.0,32.0,40.0,22.0,60.0,24.0,1.0,19.0,28.0,28.0,7.0,42.0,4.0,138.0,18.0,80.0,211.0,2.0,30.0,32.0,22.0,30.0,28.0,9.0,33.0,5.0,4.0,1.0
711,3.0,3.0,1.0,15.0,17.0,14.0,36.0,1.0,1.0,1.0,8.0,1.0,9.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,1.0,4.0,9.0,0.0,0.0,2.0,22.0,4.0,2.0,2.0,13.0,2.0,0.0,2.0,0.0,5.0,1.0,24.0,5.0,2.0,0.0,3.0,6.0,6.0,3.0,2.0,1.0,14.0,8.0,2.0,16.0,0.0,12.0,1.0,2.0,11.0,2.0,2.0,1.0,0.0,1.0,0.0
713,43.0,91.0,278.0,180.0,7.0,56.0,50.0,5.0,145.0,19.0,77.0,264.0,17.0,72.0,86.0,5.0,63.0,45.0,150.0,661.0,9.0,40.0,7.0,67.0,12.0,6.0,12.0,60.0,15.0,25.0,42.0,44.0,10.0,11.0,2.0,35.0,206.0,16.0,51.0,3.0,5.0,54.0,107.0,91.0,539.0,140.0,30.0,26.0,108.0,38.0,24.0,33.0,26.0,469.0,66.0,114.0,98.0,60.0,31.0,641.0,25.0,9.0
715,27.0,33.0,49.0,41.0,1.0,5.0,6.0,5.0,9.0,9.0,25.0,111.0,2.0,3.0,99.0,30.0,75.0,2.0,1.0,57.0,5.0,24.0,2.0,19.0,2.0,11.0,21.0,26.0,51.0,3.0,23.0,5.0,6.0,4.0,0.0,27.0,26.0,17.0,1.0,19.0,1.0,16.0,44.0,13.0,92.0,26.0,0.0,14.0,4.0,21.0,6.0,13.0,17.0,1.0,2.0,69.0,36.0,18.0,26.0,3.0,48.0,3.0
717,99.0,150.0,86.0,116.0,230.0,134.0,231.0,46.0,237.0,240.0,87.0,98.0,32.0,188.0,336.0,135.0,168.0,99.0,216.0,275.0,114.0,78.0,168.0,53.0,24.0,38.0,170.0,98.0,37.0,72.0,480.0,141.0,25.0,29.0,11.0,356.0,211.0,34.0,95.0,106.0,11.0,405.0,225.0,303.0,454.0,521.0,12.0,186.0,98.0,306.0,195.0,197.0,402.0,297.0,108.0,169.0,109.0,37.0,49.0,59.0,28.0,24.0
721,37.0,21.0,340.0,46.0,197.0,19.0,53.0,20.0,154.0,14.0,55.0,34.0,8.0,9.0,159.0,31.0,107.0,29.0,42.0,98.0,137.0,59.0,10.0,34.0,8.0,69.0,126.0,49.0,13.0,9.0,196.0,20.0,7.0,72.0,1.0,25.0,114.0,25.0,81.0,22.0,5.0,91.0,33.0,66.0,99.0,110.0,3.0,56.0,24.0,70.0,35.0,0.0,116.0,199.0,24.0,11.0,72.0,8.0,20.0,210.0,2.0,5.0
724,62.0,9.0,91.0,6.0,61.0,14.0,33.0,10.0,1.0,12.0,5.0,39.0,3.0,6.0,33.0,15.0,15.0,19.0,6.0,80.0,16.0,5.0,2.0,15.0,0.0,17.0,28.0,20.0,13.0,5.0,19.0,7.0,21.0,2.0,0.0,9.0,33.0,9.0,16.0,36.0,9.0,12.0,3.0,17.0,25.0,18.0,6.0,57.0,8.0,58.0,11.0,216.0,15.0,8.0,16.0,17.0,44.0,17.0,16.0,8.0,117.0,16.0
727,78.0,29.0,19.0,78.0,238.0,168.0,310.0,78.0,113.0,120.0,87.0,170.0,51.0,155.0,543.0,50.0,137.0,91.0,569.0,338.0,50.0,125.0,128.0,42.0,20.0,11.0,85.0,121.0,20.0,144.0,173.0,124.0,12.0,12.0,43.0,190.0,93.0,34.0,213.0,56.0,7.0,48.0,368.0,107.0,247.0,192.0,9.0,78.0,184.0,158.0,103.0,122.0,105.0,351.0,149.0,458.0,102.0,31.0,44.0,1963.0,286.0,8.0
729,159.0,40.0,309.0,67.0,44.0,130.0,241.0,49.0,120.0,126.0,121.0,413.0,29.0,20.0,317.0,32.0,204.0,141.0,165.0,199.0,28.0,142.0,102.0,134.0,25.0,22.0,17.0,188.0,39.0,139.0,286.0,109.0,20.0,11.0,17.0,213.0,173.0,28.0,223.0,11.0,8.0,225.0,250.0,78.0,313.0,148.0,6.0,52.0,303.0,340.0,36.0,66.0,272.0,220.0,131.0,260.0,216.0,113.0,87.0,20.0,117.0,10.0
731,5527.0,376.0,2463.0,2244.0,1800.0,1009.0,1770.0,695.0,147.0,630.0,902.0,2575.0,234.0,985.0,1832.0,4116.0,1868.0,432.0,567.0,1881.0,1207.0,1671.0,804.0,3284.0,148.0,445.0,678.0,362.0,103.0,589.0,5918.0,910.0,172.0,680.0,106.0,2541.0,410.0,245.0,711.0,3124.0,111.0,2952.0,951.0,1261.0,1689.0,2094.0,109.0,398.0,1796.0,1060.0,354.0,793.0,5802.0,277.0,1191.0,3383.0,4018.0,2604.0,2586.0,148.0,448.0,166.0
732,127.0,11.0,17.0,31.0,772.0,94.0,328.0,50.0,6.0,178.0,30.0,56.0,34.0,5.0,145.0,117.0,103.0,57.0,4.0,73.0,84.0,118.0,161.0,41.0,11.0,20.0,493.0,38.0,1.0,39.0,57.0,136.0,9.0,22.0,5.0,125.0,10.0,14.0,60.0,124.0,7.0,46.0,47.0,75.0,145.0,120.0,6.0,205.0,24.0,64.0,340.0,153.0,75.0,51.0,99.0,394.0,84.0,75.0,60.0,5.0,5.0,4.0
734,92.0,318.0,502.0,54.0,126.0,75.0,103.0,27.0,6.0,8.0,48.0,224.0,18.0,12.0,31.0,39.0,35.0,8.0,7.0,16.0,5.0,30.0,50.0,116.0,3.0,9.0,7.0,6.0,5.0,13.0,26.0,25.0,6.0,12.0,2.0,129.0,16.0,20.0,28.0,71.0,7.0,33.0,114.0,37.0,7.0,44.0,5.0,1.0,141.0,18.0,12.0,5.0,30.0,54.0,68.0,118.0,289.0,78.0,135.0,7.0,13.0,3.0
735,30.0,8.0,187.0,37.0,49.0,49.0,51.0,9.0,49.0,19.0,20.0,36.0,17.0,7.0,83.0,12.0,13.0,35.0,39.0,35.0,10.0,14.0,18.0,16.0,6.0,101.0,45.0,31.0,7.0,8.0,16.0,22.0,5.0,7.0,4.0,9.0,95.0,19.0,44.0,31.0,1.0,9.0,16.0,18.0,71.0,44.0,12.0,44.0,23.0,16.0,30.0,6.0,11.0,59.0,21.0,20.0,14.0,9.0,11.0,6.0,54.0,4.0
738,94.0,11.0,257.0,6.0,85.0,38.0,76.0,27.0,4.0,28.0,11.0,23.0,8.0,3.0,6.0,30.0,47.0,5.0,1.0,2.0,75.0,32.0,21.0,31.0,12.0,122.0,43.0,12.0,10.0,47.0,4.0,23.0,0.0,96.0,0.0,12.0,13.0,18.0,24.0,40.0,0.0,2.0,7.0,11.0,31.0,13.0,6.0,3.0,46.0,27.0,11.0,2.0,3.0,49.0,25.0,52.0,31.0,34.0,24.0,6.0,6.0,4.0
739,1244.0,303.0,1004.0,2617.0,1268.0,447.0,937.0,211.0,1054.0,371.0,330.0,1382.0,124.0,1138.0,3548.0,369.0,603.0,1112.0,3112.0,5119.0,749.0,411.0,376.0,532.0,117.0,391.0,731.0,1859.0,790.0,243.0,981.0,307.0,52.0,590.0,278.0,493.0,2644.0,126.0,982.0,263.0,60.0,885.0,459.0,2654.0,2819.0,4214.0,1900.0,2042.0,775.0,4258.0,1562.0,2014.0,684.0,3214.0,366.0,670.0,813.0,481.0,691.0,1215.0,1241.0,71.0
740,10.0,14.0,7.0,8.0,9.0,6.0,10.0,4.0,9.0,2.0,5.0,28.0,4.0,3.0,8.0,6.0,4.0,2.0,4.0,17.0,8.0,7.0,3.0,6.0,3.0,2.0,2.0,12.0,4.0,6.0,21.0,6.0,25.0,2.0,2.0,17.0,6.0,2.0,3.0,5.0,10.0,20.0,2.0,11.0,9.0,10.0,3.0,7.0,7.0,10.0,6.0,8.0,31.0,9.0,16.0,21.0,7.0,7.0,12.0,17.0,3.0,14.0
741,8.0,5.0,5.0,3.0,36.0,26.0,77.0,7.0,4.0,25.0,1.0,12.0,6.0,1.0,75.0,6.0,6.0,3.0,1.0,9.0,2.0,1.0,8.0,3.0,3.0,4.0,62.0,7.0,1.0,6.0,10.0,6.0,6.0,24.0,2.0,13.0,2.0,12.0,6.0,14.0,4.0,7.0,2.0,9.0,5.0,13.0,4.0,8.0,19.0,10.0,108.0,1.0,11.0,4.0,16.0,63.0,9.0,3.0,7.0,15.0,4.0,6.0
742,212.0,85.0,212.0,300.0,200.0,163.0,209.0,47.0,139.0,56.0,82.0,262.0,41.0,85.0,388.0,116.0,96.0,149.0,786.0,1008.0,33.0,90.0,72.0,124.0,18.0,71.0,68.0,96.0,64.0,104.0,458.0,99.0,28.0,270.0,24.0,124.0,357.0,39.0,142.0,101.0,23.0,401.0,271.0,278.0,836.0,494.0,112.0,145.0,174.0,260.0,96.0,262.0,272.0,835.0,90.0,90.0,159.0,102.0,124.0,27.0,694.0,33.0
748,166.0,10.0,107.0,30.0,133.0,64.0,130.0,22.0,25.0,74.0,73.0,53.0,15.0,73.0,187.0,126.0,112.0,25.0,144.0,107.0,167.0,148.0,39.0,57.0,13.0,18.0,99.0,27.0,5.0,20.0,247.0,22.0,23.0,10.0,3.0,197.0,53.0,24.0,80.0,85.0,9.0,118.0,93.0,108.0,127.0,231.0,42.0,25.0,48.0,111.0,30.0,232.0,161.0,208.0,19.0,188.0,66.0,47.0,57.0,13.0,42.0,17.0
749,19.0,161.0,101.0,3.0,77.0,10.0,14.0,4.0,5.0,23.0,20.0,3.0,6.0,32.0,5.0,19.0,24.0,6.0,2.0,9.0,3.0,33.0,20.0,12.0,6.0,7.0,37.0,6.0,0.0,2.0,29.0,7.0,20.0,11.0,0.0,9.0,29.0,25.0,2.0,10.0,2.0,14.0,13.0,6.0,11.0,21.0,1.0,37.0,17.0,15.0,57.0,101.0,24.0,5.0,31.0,20.0,20.0,11.0,19.0,3.0,2.0,16.0
753,4.0,1.0,1.0,0.0,4.0,8.0,11.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,7.0,4.0,5.0,4.0,1.0,12.0,6.0,3.0,1.0,2.0,0.0,14.0,0.0,1.0,10.0,1.0,3.0,6.0,0.0,4.0,3.0,7.0,3.0,3.0,3.0,2.0,4.0,3.0,6.0,17.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,12.0
754,63.0,107.0,7.0,122.0,51.0,100.0,196.0,15.0,11.0,35.0,7.0,69.0,19.0,41.0,247.0,41.0,39.0,36.0,36.0,100.0,35.0,24.0,15.0,41.0,6.0,14.0,38.0,79.0,9.0,9.0,32.0,67.0,4.0,13.0,45.0,73.0,110.0,17.0,50.0,28.0,1.0,36.0,18.0,54.0,36.0,100.0,6.0,73.0,35.0,136.0,136.0,3.0,66.0,3.0,40.0,182.0,38.0,39.0,37.0,15.0,1.0,8.0
755,5.0,3.0,3.0,1.0,22.0,4.0,20.0,1.0,3.0,5.0,0.0,1.0,2.0,2.0,9.0,1.0,0.0,2.0,2.0,7.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,16.0,2.0,2.0,0.0,4.0,2.0,33.0,9.0,1.0,0.0,1.0,20.0,0.0,2.0,7.0,1.0,5.0,3.0,22.0,26.0,1.0,2.0,2.0,5.0,5.0,0.0,10.0,1.0,3.0,1.0,0.0
756,288.0,111.0,20.0,151.0,433.0,462.0,644.0,256.0,93.0,526.0,234.0,667.0,106.0,107.0,520.0,180.0,579.0,200.0,116.0,584.0,351.0,387.0,725.0,201.0,120.0,79.0,333.0,385.0,134.0,278.0,723.0,343.0,45927.0,117.0,40.0,770.0,272.0,45.0,334.0,109.0,1290.0,486.0,635.0,362.0,269.0,318.0,24.0,210.0,420.0,650.0,358.0,255.0,688.0,211.0,873.0,801.0,180.0,113.0,90.0,40.0,141.0,49615.0
760,275.0,177.0,279.0,163.0,315.0,91.0,238.0,42.0,30.0,126.0,69.0,79.0,22.0,11.0,113.0,164.0,188.0,74.0,7.0,150.0,156.0,140.0,174.0,139.0,19.0,105.0,203.0,57.0,23.0,26.0,223.0,64.0,21.0,83.0,17.0,326.0,12.0,29.0,173.0,176.0,5.0,192.0,96.0,49.0,67.0,84.0,9.0,82.0,64.0,135.0,174.0,64.0,259.0,13.0,65.0,466.0,180.0,193.0,164.0,12.0,7.0,22.0
77,11.0,30.0,0.0,5.0,50.0,49.0,76.0,3.0,2.0,12.0,15.0,80.0,8.0,4.0,45.0,1.0,9.0,30.0,277.0,100.0,22.0,22.0,22.0,14.0,8.0,0.0,40.0,68.0,3.0,7.0,11.0,32.0,6.0,0.0,6.0,24.0,18.0,11.0,40.0,0.0,2.0,7.0,12.0,18.0,0.0,18.0,1.0,21.0,45.0,30.0,22.0,20.0,2.0,4.0,96.0,43.0,7.0,1.0,7.0,8.0,2.0,8.0
772,6.0,6.0,4.0,8.0,19.0,19.0,14.0,17.0,4.0,12.0,22.0,52.0,1.0,3.0,60.0,9.0,46.0,14.0,4.0,92.0,32.0,59.0,18.0,16.0,3.0,12.0,21.0,39.0,1.0,2.0,32.0,1.0,10.0,4.0,0.0,9.0,12.0,20.0,30.0,13.0,1.0,12.0,14.0,5.0,3.0,13.0,4.0,53.0,10.0,29.0,47.0,2.0,13.0,12.0,15.0,86.0,17.0,14.0,20.0,3.0,4.0,2.0
775,220.0,21.0,142.0,92.0,901.0,102.0,203.0,76.0,67.0,91.0,222.0,95.0,31.0,15.0,848.0,134.0,424.0,70.0,577.0,95.0,248.0,204.0,74.0,69.0,14.0,17.0,185.0,113.0,18.0,77.0,272.0,79.0,13.0,49.0,17.0,179.0,41.0,30.0,162.0,121.0,5.0,196.0,190.0,195.0,246.0,236.0,124.0,475.0,87.0,271.0,436.0,189.0,226.0,140.0,80.0,359.0,193.0,65.0,89.0,11.0,56.0,15.0
778,146.0,27.0,14.0,91.0,325.0,108.0,148.0,40.0,58.0,34.0,198.0,332.0,16.0,10.0,94.0,207.0,578.0,78.0,201.0,332.0,121.0,359.0,57.0,138.0,19.0,83.0,175.0,150.0,39.0,11.0,267.0,59.0,7.0,23.0,0.0,97.0,53.0,24.0,179.0,244.0,6.0,164.0,48.0,110.0,84.0,123.0,8.0,157.0,121.0,380.0,115.0,11.0,213.0,106.0,58.0,171.0,144.0,88.0,106.0,2405.0,82.0,19.0
78,24.0,1.0,1.0,29.0,91.0,17.0,21.0,1.0,21.0,2.0,48.0,6.0,1.0,0.0,46.0,5.0,103.0,1.0,0.0,1.0,28.0,73.0,6.0,8.0,2.0,4.0,106.0,27.0,2.0,2.0,31.0,10.0,3.0,18.0,7.0,8.0,1.0,10.0,24.0,11.0,0.0,16.0,5.0,9.0,30.0,9.0,0.0,29.0,15.0,44.0,53.0,0.0,21.0,1.0,11.0,1.0,25.0,19.0,5.0,3.0,1.0,1.0
782,207.0,8.0,4.0,120.0,267.0,36.0,46.0,10.0,3.0,8.0,16.0,39.0,6.0,7.0,244.0,146.0,60.0,16.0,2.0,20.0,144.0,35.0,28.0,75.0,8.0,29.0,181.0,15.0,7.0,59.0,25.0,28.0,4.0,11.0,23.0,93.0,51.0,15.0,21.0,74.0,0.0,25.0,23.0,32.0,56.0,42.0,3.0,111.0,22.0,52.0,213.0,6.0,10.0,7.0,9.0,292.0,135.0,63.0,63.0,8.0,4.0,8.0
