strain_id,A_noMTX_noDrug.ERV25_RBD2,A_noMTX_noDrug.SRO9_SGN1,A_noMTX_noDrug.MID2_PIN2,A_noMTX_noDrug.MID2_TPO2,A_noMTX_noDrug.PLM2_HNM1,A_noMTX_noDrug.ERV25_UIP4,A_noMTX_noDrug.ERG27_ACF2,A_noMTX_noDrug.HNM1_RBD2,A_noMTX_noDrug.HNM1_TPO1,A_noMTX_noDrug.PMC1_GTR2,A_noMTX_noDrug.HNM1_TPO4,A_noMTX_noDrug.ADE17_HYR1,A_noMTX_noDrug.DHH1_LSM3,A_noMTX_noDrug.MID2_RSN1,A_noMTX_noDrug.TPO1_TCB2,A_noMTX_noDrug.HNM1_MAM33,A_noMTX_noDrug.RET2_SNA3,A_noMTX_noDrug.MID2_MAM33,A_noMTX_noDrug.ERG11_HYR1,A_noMTX_noDrug.HUG1_ALO1,A_noMTX_noDrug.ERG11_ERG5,A_noMTX_noDrug.HUG1_ADE17,A_noMTX_noDrug.ERG11_ACF2,A_noMTX_noDrug.RET2_EMP70,A_noMTX_noDrug.ERG11_MID2,A_noMTX_noDrug.TPO1_MID2,A_noMTX_noDrug.ERG11_PIS1,A_noMTX_noDrug.FMP45_HNM1,A_noMTX_noDrug.SNA4_VAC8,A_noMTX_noDrug.ERV25_PIS1,A_noMTX_noDrug.SNA4_GTR2,A_noMTX_noDrug.ADE17_GIS2,A_noMTX_noDrug.GTR1_SLM4,A_noMTX_noDrug.noPPI_reference,A_noMTX_noDrug.MID2_TPO4,A_noMTX_noDrug.MID2_WSC2,A_noMTX_noDrug.SSH1_ERG11,A_noMTX_noDrug.SSH1_ERV25,A_noMTX_noDrug.RET2_EMP47,A_noMTX_noDrug.TPO1_TPO2,A_noMTX_noDrug.SRO9_DHH1,A_noMTX_noDrug.ERV25_ERG5,A_noMTX_noDrug.ERG11_TPO4,A_noMTX_noDrug.PMC1_CTR2,A_noMTX_noDrug.HNM1_MID2,A_noMTX_noDrug.ALO1_HYR1,A_noMTX_noDrug.ALO1_UIP4,A_noMTX_noDrug.PLM2_SNA3,A_noMTX_noDrug.FMP45_MEP1,A_noMTX_noDrug.ERG11_ORM2,A_noMTX_noDrug.ERV25_EMP47,A_noMTX_noDrug.SSH1_PIS1,A_noMTX_noDrug.ALO1_ADE17,A_noMTX_noDrug.HNM1_ERG11,A_noMTX_noDrug.ADE17_PGM2,A_noMTX_noDrug.HNM1_TPO2,A_noMTX_noDrug.ERV25_ORM2,A_noMTX_noDrug.FMP45_MID2,A_noMTX_noDrug.HUG1_PGM2,A_noMTX_noDrug.SRO9_GIS2,A_noMTX_noDrug.SSH1_ORM2,A_noMTX_noDrug.ERG11_ERV25
668,788.0,168.0,252.0,46.0,7.0,35.0,23.0,6.0,55.0,20.0,8.0,71.0,45.0,34.0,14.0,142.0,8.0,254.0,27.0,9.0,37.0,18.0,10.0,6.0,16.0,21.0,7.0,4.0,45.0,4.0,99.0,7.0,1.0,6.0,23.0,9.0,6.0,5.0,8.0,27.0,60.0,11.0,7.0,15.0,4.0,6.0,11.0,3.0,11.0,8.0,82.0,12.0,4.0,20.0,52.0,103.0,17.0,41.0,23.0,2.0,19.0,42.0
673,472.0,12622.0,25704.0,5543.0,17452.0,3809.0,4069.0,2142.0,2642.0,27643.0,2433.0,1081.0,25641.0,5964.0,4991.0,3596.0,168.0,9592.0,9184.0,5672.0,19180.0,1664.0,16981.0,269.0,10349.0,3712.0,3690.0,4938.0,8225.0,1129.0,38870.0,823.0,698.0,546.0,3881.0,7813.0,2087.0,10216.0,276.0,4389.0,7983.0,7687.0,7386.0,17552.0,1965.0,1786.0,2735.0,18512.0,9549.0,7566.0,6112.0,9385.0,6389.0,3715.0,970.0,4591.0,9726.0,27365.0,2692.0,8107.0,15260.0,3759.0
674,141.0,434.0,634.0,57.0,325.0,216.0,174.0,128.0,14.0,118.0,53.0,13.0,50.0,128.0,207.0,129.0,2.0,265.0,354.0,129.0,594.0,31.0,380.0,13.0,64.0,183.0,68.0,167.0,8.0,9.0,204.0,13.0,138.0,36.0,52.0,5.0,15.0,144.0,9.0,252.0,141.0,643.0,156.0,61.0,29.0,390.0,276.0,65.0,499.0,177.0,533.0,12.0,200.0,67.0,11.0,23.0,157.0,1236.0,193.0,286.0,379.0,152.0
676,90.0,1071.0,717.0,119.0,288.0,155.0,1819.0,845.0,2282.0,98.0,1170.0,1601.0,173.0,111.0,43.0,2341.0,10.0,218.0,219.0,273.0,398.0,201.0,206.0,21.0,322.0,139.0,156.0,57.0,2609.0,36.0,11727.0,397.0,37.0,57.0,143.0,58.0,140.0,283.0,23.0,42.0,52.0,761.0,268.0,58.0,12.0,110.0,238.0,136.0,723.0,224.0,984.0,1178.0,49.0,160.0,1580.0,1507.0,325.0,27.0,422.0,249.0,1082.0,105.0
677,2.0,175.0,299.0,22.0,23.0,6.0,13.0,16.0,4.0,39.0,11.0,11.0,98.0,10.0,48.0,11.0,4.0,42.0,22.0,13.0,40.0,16.0,30.0,8.0,15.0,42.0,33.0,15.0,3.0,6.0,154.0,9.0,76.0,10.0,7.0,12.0,6.0,10.0,4.0,61.0,23.0,23.0,5.0,40.0,1.0,5.0,91.0,5.0,15.0,19.0,242.0,73.0,60.0,10.0,9.0,11.0,19.0,59.0,19.0,135.0,15.0,6.0
683,126.0,296.0,41.0,8.0,4.0,195.0,2.0,17.0,7.0,33.0,5.0,4.0,87.0,7.0,15.0,3.0,2.0,10.0,45.0,11.0,48.0,2.0,11.0,1.0,5.0,0.0,5.0,13.0,36.0,67.0,13.0,1.0,7.0,11.0,12.0,37.0,4.0,28.0,4.0,11.0,21.0,112.0,16.0,37.0,3.0,88.0,386.0,0.0,9.0,10.0,1873.0,685.0,156.0,10.0,5.0,10.0,37.0,46.0,18.0,10.0,7.0,4.0
685,13.0,560.0,456.0,67.0,153.0,24.0,172.0,22.0,321.0,126.0,132.0,41.0,378.0,113.0,21.0,143.0,6.0,217.0,126.0,44.0,128.0,31.0,174.0,9.0,215.0,27.0,33.0,30.0,27.0,8.0,1153.0,31.0,13.0,15.0,87.0,134.0,30.0,226.0,12.0,27.0,97.0,153.0,705.0,36.0,31.0,7.0,55.0,284.0,92.0,106.0,353.0,717.0,18.0,87.0,58.0,163.0,332.0,59.0,110.0,37.0,427.0,11.0
689,21.0,122.0,265.0,45.0,82.0,2.0,452.0,2.0,168.0,6.0,2.0,1.0,10.0,60.0,2.0,106.0,6.0,85.0,33.0,42.0,245.0,26.0,22.0,5.0,115.0,4.0,11.0,12.0,5.0,7.0,47.0,223.0,5.0,15.0,29.0,0.0,12.0,301.0,0.0,3.0,5.0,51.0,49.0,7.0,2.0,0.0,11.0,9.0,124.0,47.0,45.0,126.0,2.0,7.0,3.0,8.0,14.0,70.0,97.0,3.0,161.0,16.0
690,21.0,1105.0,17.0,9.0,18.0,7.0,117.0,31.0,20.0,7.0,22.0,2931.0,23.0,3.0,21.0,20.0,3.0,23.0,207.0,26.0,76.0,9.0,97.0,8.0,61.0,5.0,44.0,7.0,12.0,2.0,102.0,62.0,8.0,14.0,5.0,12.0,2.0,56.0,2.0,16.0,31.0,14.0,35.0,12.0,6.0,7.0,23.0,14.0,88.0,48.0,198.0,19.0,34.0,3.0,2625.0,36.0,13.0,21.0,23.0,15.0,233.0,8.0
692,24.0,80.0,633.0,37.0,680.0,28.0,1010.0,21.0,115.0,273.0,238.0,171.0,382.0,170.0,424.0,119.0,13.0,275.0,103.0,421.0,214.0,72.0,184.0,17.0,218.0,721.0,35.0,54.0,11.0,285.0,883.0,56.0,19.0,19.0,113.0,22.0,19.0,332.0,26.0,1189.0,10.0,646.0,128.0,268.0,46.0,12.0,88.0,436.0,117.0,82.0,76.0,526.0,14.0,145.0,9.0,176.0,30.0,258.0,467.0,37.0,203.0,60.0
693,24.0,576.0,99.0,18.0,62.0,6.0,77.0,86.0,12.0,69.0,7.0,9.0,53.0,18.0,53.0,11.0,7.0,10.0,247.0,59.0,105.0,29.0,66.0,9.0,29.0,53.0,41.0,18.0,3.0,7.0,67.0,12.0,10.0,18.0,16.0,28.0,4.0,33.0,14.0,115.0,89.0,36.0,109.0,23.0,3.0,4.0,79.0,1.0,98.0,152.0,28.0,8.0,2.0,14.0,6.0,6.0,145.0,90.0,76.0,108.0,58.0,146.0
695,29.0,757.0,761.0,123.0,484.0,298.0,672.0,120.0,36.0,217.0,151.0,65.0,1376.0,166.0,1139.0,478.0,160.0,149.0,260.0,62.0,438.0,20.0,256.0,623.0,122.0,1204.0,85.0,29.0,29.0,65.0,596.0,4947.0,40.0,43.0,196.0,246.0,28.0,165.0,584.0,1432.0,73.0,1350.0,272.0,136.0,51.0,159.0,489.0,3.0,186.0,349.0,2123.0,56.0,511.0,78.0,93.0,62.0,223.0,1072.0,78.0,228.0,111.0,148.0
697,13.0,188.0,312.0,26.0,169.0,10.0,188.0,11.0,11.0,140.0,8.0,5.0,222.0,52.0,28.0,49.0,9.0,22.0,245.0,117.0,83.0,42.0,67.0,23.0,72.0,69.0,27.0,11.0,6.0,15.0,61.0,6.0,72.0,10.0,14.0,10.0,11.0,29.0,21.0,53.0,38.0,24.0,14.0,73.0,5.0,36.0,40.0,10.0,102.0,26.0,134.0,9.0,41.0,9.0,12.0,15.0,78.0,132.0,184.0,11.0,20.0,18.0
7,13.0,50.0,257.0,67.0,326.0,23.0,331.0,24.0,437.0,31.0,613.0,44.0,99.0,27.0,132.0,540.0,83.0,170.0,119.0,38.0,15.0,6.0,117.0,211.0,59.0,236.0,23.0,2.0,6.0,10.0,126.0,8.0,8.0,9.0,26.0,56.0,12.0,86.0,914.0,182.0,58.0,377.0,12.0,10.0,8.0,9.0,108.0,0.0,13.0,45.0,362.0,68.0,7.0,59.0,2.0,211.0,25.0,190.0,13.0,22.0,63.0,18.0
701,13.0,70.0,562.0,52.0,157.0,107.0,11.0,136.0,551.0,32.0,802.0,898.0,131.0,88.0,118.0,1826.0,8.0,187.0,51.0,625.0,456.0,277.0,361.0,7.0,229.0,216.0,101.0,4.0,68.0,20.0,492.0,285.0,10.0,34.0,34.0,259.0,19.0,334.0,6.0,126.0,38.0,260.0,292.0,21.0,28.0,4.0,88.0,3.0,125.0,85.0,225.0,1383.0,17.0,87.0,1249.0,539.0,75.0,252.0,468.0,61.0,356.0,245.0
702,25.0,451.0,911.0,165.0,581.0,56.0,306.0,68.0,346.0,1141.0,181.0,65.0,2088.0,209.0,16.0,402.0,6.0,320.0,647.0,232.0,1434.0,175.0,506.0,11.0,332.0,19.0,216.0,143.0,14.0,78.0,524.0,35.0,30.0,29.0,110.0,273.0,35.0,233.0,21.0,29.0,96.0,429.0,928.0,512.0,90.0,201.0,77.0,1004.0,520.0,225.0,191.0,254.0,174.0,188.0,79.0,152.0,228.0,1262.0,283.0,173.0,355.0,150.0
703,3.0,88.0,107.0,8.0,3.0,19.0,64.0,0.0,11.0,6.0,3.0,5.0,4.0,15.0,2.0,11.0,0.0,0.0,554.0,3.0,144.0,1.0,42.0,4.0,80.0,7.0,38.0,1.0,1.0,586.0,78.0,4.0,26.0,7.0,11.0,4.0,3.0,145.0,4.0,6.0,55.0,12.0,40.0,21.0,4.0,1.0,92.0,0.0,84.0,248.0,610.0,4.0,38.0,10.0,2.0,4.0,13.0,36.0,7.0,105.0,13.0,24.0
705,15.0,232.0,873.0,104.0,253.0,195.0,330.0,8.0,260.0,142.0,269.0,41.0,890.0,105.0,149.0,449.0,132.0,233.0,553.0,126.0,87.0,61.0,60.0,277.0,180.0,134.0,11.0,41.0,4.0,730.0,602.0,44.0,17.0,14.0,92.0,281.0,35.0,132.0,871.0,184.0,34.0,328.0,121.0,65.0,61.0,12.0,247.0,56.0,320.0,73.0,1262.0,41.0,214.0,143.0,28.0,472.0,1183.0,199.0,197.0,77.0,250.0,67.0
709,537.0,98.0,92.0,36.0,82.0,137.0,4.0,90.0,18.0,138.0,67.0,33.0,154.0,48.0,86.0,153.0,3.0,55.0,99.0,18.0,120.0,18.0,98.0,10.0,30.0,35.0,38.0,22.0,4.0,6.0,50.0,7.0,10.0,22.0,29.0,25.0,27.0,147.0,3.0,60.0,80.0,237.0,65.0,93.0,17.0,71.0,139.0,104.0,77.0,26.0,956.0,456.0,162.0,29.0,3.0,10.0,316.0,81.0,52.0,43.0,520.0,9.0
711,1.0,18.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,7.0,5.0,9.0,3.0,24.0,2.0,16.0,3.0,5.0,0.0,2.0,1.0,22.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,10.0,1.0,1.0,13.0,2.0,0.0,0.0,57.0,1.0,4.0,105.0,163.0,0.0,24.0,1.0,1.0,2.0,4.0,14.0,15.0,0.0,5.0,1.0
713,13.0,130.0,225.0,21.0,172.0,8.0,761.0,28.0,166.0,14.0,285.0,53.0,24.0,57.0,19.0,179.0,3.0,110.0,229.0,66.0,74.0,61.0,86.0,7.0,107.0,66.0,25.0,10.0,14.0,3.0,587.0,4.0,76.0,12.0,20.0,138.0,17.0,191.0,10.0,41.0,7.0,138.0,30.0,7.0,3.0,4.0,6.0,170.0,149.0,49.0,138.0,20.0,18.0,16.0,12.0,491.0,72.0,102.0,156.0,4.0,482.0,7.0
715,6.0,44.0,78.0,7.0,44.0,4.0,69.0,1.0,38.0,27.0,2.0,1.0,38.0,5.0,17.0,14.0,1.0,19.0,5.0,144.0,16.0,40.0,7.0,4.0,5.0,16.0,1.0,3.0,0.0,5.0,74.0,0.0,2.0,6.0,7.0,24.0,2.0,39.0,4.0,41.0,1.0,24.0,11.0,32.0,0.0,2.0,48.0,27.0,21.0,20.0,57.0,168.0,3.0,1.0,13.0,12.0,13.0,46.0,81.0,13.0,5.0,102.0
717,46.0,910.0,248.0,83.0,89.0,309.0,359.0,77.0,383.0,193.0,93.0,17.0,263.0,92.0,428.0,271.0,11.0,86.0,148.0,325.0,631.0,301.0,305.0,15.0,99.0,565.0,29.0,51.0,5.0,223.0,225.0,98.0,25.0,14.0,83.0,11.0,29.0,159.0,24.0,616.0,222.0,167.0,276.0,161.0,24.0,33.0,379.0,364.0,145.0,320.0,1842.0,58.0,150.0,87.0,5.0,336.0,237.0,208.0,159.0,154.0,308.0,78.0
721,391.0,165.0,106.0,23.0,38.0,32.0,354.0,10.0,606.0,199.0,380.0,129.0,868.0,27.0,111.0,236.0,6.0,151.0,67.0,290.0,207.0,79.0,122.0,9.0,47.0,186.0,25.0,13.0,8.0,7.0,213.0,6.0,30.0,20.0,39.0,143.0,46.0,56.0,17.0,255.0,11.0,287.0,310.0,35.0,20.0,55.0,190.0,24.0,170.0,251.0,314.0,45.0,420.0,81.0,11.0,189.0,148.0,42.0,154.0,55.0,91.0,58.0
724,11.0,110.0,332.0,80.0,79.0,57.0,522.0,12.0,9.0,97.0,9.0,3.0,208.0,52.0,5.0,83.0,9.0,213.0,52.0,69.0,57.0,4.0,45.0,167.0,48.0,27.0,6.0,3.0,5.0,7.0,25.0,258.0,4.0,24.0,86.0,197.0,14.0,49.0,25.0,12.0,8.0,28.0,5.0,91.0,8.0,66.0,82.0,7.0,4.0,9.0,393.0,153.0,76.0,31.0,245.0,79.0,50.0,77.0,8.0,31.0,75.0,15.0
727,17.0,772.0,275.0,88.0,206.0,96.0,881.0,353.0,240.0,186.0,364.0,1283.0,10.0,53.0,260.0,125.0,8.0,200.0,569.0,473.0,1050.0,86.0,532.0,31.0,367.0,109.0,229.0,123.0,21.0,418.0,307.0,131.0,515.0,50.0,72.0,44.0,28.0,425.0,23.0,262.0,284.0,671.0,494.0,106.0,34.0,138.0,161.0,34.0,883.0,473.0,702.0,36.0,290.0,127.0,2897.0,130.0,698.0,1228.0,327.0,514.0,925.0,784.0
729,25.0,728.0,997.0,206.0,581.0,89.0,538.0,31.0,540.0,130.0,247.0,96.0,151.0,211.0,375.0,338.0,10.0,472.0,556.0,627.0,712.0,231.0,469.0,16.0,561.0,480.0,109.0,130.0,8.0,470.0,241.0,68.0,24.0,31.0,143.0,498.0,80.0,468.0,28.0,532.0,213.0,495.0,499.0,48.0,21.0,11.0,30.0,9.0,547.0,342.0,619.0,747.0,34.0,109.0,154.0,464.0,183.0,587.0,307.0,427.0,624.0,385.0
731,3383.0,2956.0,17499.0,3510.0,3494.0,369.0,3162.0,1809.0,599.0,17022.0,343.0,898.0,3868.0,5351.0,11998.0,610.0,131.0,5592.0,3559.0,5006.0,5485.0,1972.0,2243.0,271.0,2510.0,5325.0,828.0,1008.0,63.0,1077.0,9175.0,640.0,153.0,174.0,3095.0,3480.0,147.0,1094.0,257.0,10873.0,1080.0,3018.0,1707.0,7864.0,421.0,878.0,1364.0,327.0,1848.0,2049.0,5111.0,2242.0,2294.0,966.0,827.0,1709.0,1966.0,7098.0,6546.0,3593.0,3903.0,2236.0
732,23.0,1198.0,975.0,186.0,335.0,718.0,235.0,29.0,10.0,899.0,209.0,15.0,198.0,155.0,227.0,36.0,13.0,148.0,1038.0,464.0,2787.0,96.0,1005.0,25.0,189.0,127.0,183.0,176.0,14.0,15.0,261.0,159.0,34.0,24.0,231.0,15.0,51.0,71.0,17.0,182.0,423.0,735.0,344.0,599.0,88.0,94.0,1314.0,4.0,165.0,1120.0,2911.0,65.0,1110.0,158.0,30.0,881.0,71.0,1821.0,461.0,873.0,204.0,158.0
734,19.0,63.0,649.0,110.0,476.0,33.0,81.0,8.0,6.0,236.0,28.0,17.0,27.0,206.0,42.0,16.0,4.0,448.0,183.0,77.0,126.0,110.0,73.0,9.0,350.0,44.0,61.0,96.0,7.0,7.0,666.0,8.0,26.0,31.0,34.0,331.0,4.0,7.0,5.0,28.0,39.0,139.0,57.0,110.0,17.0,7.0,33.0,1724.0,612.0,87.0,69.0,121.0,151.0,61.0,17.0,20.0,31.0,280.0,116.0,86.0,48.0,20.0
735,31.0,129.0,129.0,13.0,55.0,17.0,170.0,2.0,137.0,30.0,171.0,113.0,906.0,13.0,29.0,249.0,3.0,32.0,473.0,70.0,123.0,20.0,58.0,10.0,73.0,28.0,31.0,5.0,7.0,9.0,166.0,11.0,12.0,16.0,40.0,197.0,25.0,84.0,7.0,16.0,30.0,69.0,91.0,42.0,7.0,5.0,96.0,10.0,69.0,49.0,484.0,638.0,85.0,14.0,472.0,351.0,26.0,42.0,23.0,21.0,177.0,19.0
738,351.0,511.0,123.0,16.0,39.0,24.0,25.0,5.0,6.0,63.0,52.0,5.0,545.0,36.0,3.0,42.0,2.0,36.0,81.0,56.0,88.0,6.0,89.0,26.0,86.0,4.0,19.0,11.0,4.0,10.0,115.0,5.0,4.0,17.0,49.0,159.0,10.0,12.0,1.0,3.0,30.0,11.0,50.0,38.0,3.0,3.0,89.0,4.0,29.0,144.0,81.0,154.0,128.0,6.0,5.0,31.0,7.0,74.0,73.0,72.0,250.0,356.0
739,769.0,2921.0,2433.0,311.0,1061.0,548.0,4360.0,260.0,1234.0,497.0,1389.0,515.0,3308.0,431.0,306.0,1668.0,20.0,539.0,993.0,583.0,552.0,233.0,698.0,44.0,558.0,940.0,98.0,77.0,614.0,1126.0,5744.0,2237.0,151.0,39.0,541.0,187.0,172.0,1820.0,44.0,872.0,265.0,2253.0,473.0,253.0,102.0,192.0,859.0,257.0,436.0,488.0,10653.0,2234.0,974.0,455.0,360.0,1958.0,2316.0,411.0,601.0,339.0,1934.0,805.0
740,19.0,71.0,244.0,12.0,22.0,9.0,44.0,15.0,13.0,30.0,15.0,8.0,45.0,20.0,19.0,27.0,7.0,17.0,60.0,6.0,123.0,5.0,43.0,30.0,4.0,31.0,13.0,11.0,6.0,10.0,75.0,15.0,22.0,6.0,6.0,11.0,4.0,12.0,19.0,26.0,3.0,29.0,12.0,13.0,3.0,6.0,14.0,5.0,13.0,32.0,117.0,21.0,12.0,2.0,11.0,30.0,45.0,123.0,17.0,15.0,31.0,20.0
741,20.0,199.0,52.0,8.0,9.0,100.0,40.0,4.0,8.0,30.0,9.0,4.0,17.0,6.0,10.0,13.0,11.0,11.0,61.0,4.0,129.0,1.0,74.0,10.0,13.0,12.0,28.0,2.0,5.0,11.0,26.0,5.0,6.0,11.0,3.0,7.0,2.0,19.0,12.0,10.0,23.0,135.0,37.0,19.0,12.0,10.0,75.0,7.0,13.0,24.0,192.0,3.0,27.0,8.0,9.0,16.0,30.0,128.0,9.0,43.0,15.0,19.0
742,1919.0,841.0,1772.0,342.0,505.0,224.0,3025.0,101.0,510.0,725.0,2100.0,1160.0,751.0,320.0,643.0,1638.0,23.0,399.0,453.0,547.0,1333.0,259.0,569.0,46.0,380.0,997.0,164.0,49.0,133.0,321.0,1285.0,494.0,43.0,50.0,261.0,307.0,93.0,719.0,60.0,1276.0,135.0,1185.0,565.0,488.0,102.0,44.0,202.0,303.0,494.0,142.0,1897.0,278.0,140.0,192.0,1475.0,3208.0,461.0,243.0,568.0,502.0,455.0,94.0
748,8.0,1058.0,311.0,34.0,19.0,6.0,105.0,30.0,6.0,118.0,96.0,8.0,178.0,71.0,147.0,20.0,4.0,81.0,38.0,87.0,30.0,40.0,52.0,15.0,57.0,109.0,24.0,40.0,29.0,10.0,79.0,56.0,7.0,19.0,62.0,30.0,26.0,7.0,23.0,190.0,39.0,55.0,8.0,87.0,12.0,24.0,99.0,2.0,53.0,88.0,93.0,7.0,50.0,41.0,11.0,267.0,116.0,197.0,144.0,69.0,342.0,18.0
749,11.0,224.0,132.0,45.0,5.0,39.0,8.0,102.0,52.0,84.0,6.0,6.0,303.0,38.0,39.0,272.0,171.0,31.0,151.0,99.0,90.0,75.0,26.0,422.0,53.0,47.0,5.0,10.0,1.0,7.0,31.0,73.0,3.0,19.0,39.0,197.0,5.0,44.0,669.0,100.0,41.0,26.0,9.0,26.0,6.0,4.0,181.0,1143.0,120.0,19.0,688.0,6.0,144.0,36.0,1.0,34.0,12.0,75.0,122.0,30.0,14.0,242.0
753,16.0,54.0,12.0,3.0,2.0,2.0,5.0,0.0,2.0,1.0,2.0,3.0,7.0,4.0,0.0,4.0,5.0,1.0,12.0,4.0,11.0,1.0,3.0,9.0,6.0,5.0,4.0,5.0,1.0,8.0,7.0,12.0,1.0,2.0,3.0,2.0,1.0,4.0,9.0,3.0,0.0,5.0,17.0,12.0,2.0,0.0,8.0,5.0,10.0,7.0,60.0,11.0,7.0,1.0,2.0,2.0,9.0,20.0,11.0,1.0,11.0,8.0
754,27.0,495.0,249.0,33.0,107.0,91.0,140.0,30.0,106.0,99.0,15.0,16.0,194.0,51.0,55.0,251.0,12.0,29.0,268.0,42.0,337.0,2.0,207.0,6.0,46.0,85.0,22.0,18.0,3.0,224.0,430.0,15.0,11.0,11.0,44.0,4.0,11.0,222.0,3.0,69.0,12.0,331.0,27.0,77.0,18.0,7.0,30.0,298.0,67.0,422.0,624.0,247.0,83.0,36.0,6.0,50.0,349.0,239.0,45.0,24.0,188.0,130.0
755,49.0,47.0,84.0,1.0,0.0,5.0,17.0,2.0,5.0,5.0,5.0,2.0,29.0,11.0,0.0,2.0,0.0,6.0,19.0,3.0,59.0,4.0,17.0,2.0,3.0,1.0,2.0,1.0,1.0,8.0,26.0,5.0,6.0,7.0,2.0,0.0,4.0,2.0,4.0,3.0,6.0,11.0,7.0,4.0,1.0,0.0,5.0,1.0,43.0,12.0,190.0,33.0,83.0,1.0,0.0,2.0,33.0,20.0,5.0,0.0,16.0,2.0
756,108.0,1946.0,560.0,73.0,646.0,140.0,388.0,70.0,54.0,264.0,109.0,21.0,724.0,155.0,417.0,85.0,8754.0,154.0,1468.0,609.0,746.0,349.0,574.0,25431.0,417.0,399.0,106.0,192.0,16.0,257.0,285.0,234.0,33.0,26.0,83.0,15.0,62.0,461.0,51089.0,454.0,623.0,428.0,457.0,306.0,35.0,84.0,472.0,91.0,632.0,629.0,987.0,645.0,240.0,54.0,70.0,99.0,1431.0,1121.0,459.0,692.0,603.0,203.0
760,299.0,1416.0,2537.0,356.0,334.0,135.0,586.0,20.0,113.0,636.0,29.0,20.0,1287.0,377.0,631.0,54.0,18.0,483.0,291.0,744.0,797.0,208.0,394.0,42.0,253.0,495.0,63.0,259.0,13.0,1276.0,1178.0,178.0,53.0,29.0,422.0,267.0,62.0,367.0,67.0,668.0,475.0,357.0,145.0,419.0,31.0,86.0,320.0,699.0,613.0,421.0,696.0,313.0,453.0,143.0,21.0,267.0,375.0,2176.0,449.0,372.0,925.0,238.0
77,23.0,263.0,10.0,29.0,118.0,44.0,354.0,1.0,27.0,4.0,26.0,5923.0,5.0,29.0,3.0,25.0,1.0,5.0,610.0,32.0,352.0,59.0,38.0,4.0,184.0,19.0,60.0,47.0,19.0,122.0,42.0,52.0,8.0,20.0,4.0,3.0,29.0,136.0,8.0,25.0,55.0,38.0,12.0,19.0,17.0,37.0,159.0,522.0,122.0,230.0,377.0,217.0,84.0,51.0,28.0,7.0,33.0,284.0,95.0,83.0,33.0,49.0
772,2.0,78.0,104.0,23.0,165.0,80.0,163.0,4.0,9.0,79.0,57.0,6.0,34.0,9.0,41.0,54.0,2.0,24.0,53.0,99.0,28.0,28.0,6.0,57.0,38.0,35.0,11.0,5.0,5.0,5.0,70.0,2.0,6.0,14.0,2.0,9.0,10.0,106.0,20.0,29.0,22.0,46.0,7.0,40.0,6.0,28.0,26.0,2.0,105.0,14.0,947.0,11.0,16.0,10.0,7.0,6.0,43.0,324.0,100.0,95.0,27.0,7.0
775,63.0,359.0,414.0,158.0,106.0,541.0,123.0,10.0,34.0,396.0,54.0,588.0,27.0,129.0,255.0,65.0,6.0,349.0,346.0,988.0,572.0,236.0,163.0,19.0,113.0,256.0,75.0,83.0,113.0,75.0,308.0,74.0,20.0,19.0,172.0,124.0,49.0,397.0,16.0,293.0,190.0,530.0,208.0,232.0,45.0,161.0,455.0,11.0,231.0,193.0,3371.0,28.0,624.0,88.0,26.0,126.0,166.0,948.0,379.0,412.0,151.0,74.0
778,53.0,63.0,730.0,130.0,1014.0,142.0,1075.0,25.0,203.0,697.0,570.0,7165.0,945.0,202.0,438.0,94.0,13.0,270.0,276.0,1080.0,232.0,253.0,257.0,21.0,334.0,319.0,115.0,76.0,16.0,11.0,426.0,68.0,450.0,41.0,139.0,9.0,66.0,410.0,13.0,600.0,138.0,142.0,71.0,392.0,60.0,52.0,432.0,11.0,183.0,278.0,1200.0,253.0,315.0,116.0,247.0,265.0,288.0,590.0,775.0,230.0,870.0,39.0
78,995.0,77.0,144.0,23.0,27.0,79.0,5.0,1.0,99.0,22.0,5.0,3.0,14.0,16.0,68.0,5.0,4.0,69.0,78.0,271.0,138.0,117.0,150.0,3.0,46.0,40.0,27.0,3.0,1.0,311.0,198.0,7.0,3.0,14.0,24.0,1.0,3.0,161.0,2.0,77.0,64.0,56.0,6.0,66.0,15.0,15.0,320.0,0.0,105.0,22.0,315.0,388.0,232.0,13.0,4.0,219.0,38.0,5.0,217.0,5.0,59.0,9.0
782,17.0,41.0,404.0,52.0,116.0,135.0,48.0,15.0,15.0,725.0,4.0,9.0,347.0,137.0,27.0,135.0,7.0,176.0,26.0,159.0,273.0,32.0,64.0,6.0,42.0,60.0,29.0,91.0,1.0,900.0,666.0,10.0,15.0,17.0,115.0,6.0,11.0,35.0,15.0,23.0,32.0,218.0,192.0,189.0,20.0,56.0,243.0,5.0,94.0,41.0,830.0,10.0,225.0,57.0,3.0,63.0,208.0,683.0,143.0,51.0,45.0,27.0
