strain_id,A_MTX_noDrug.FMP45_HNM1,A_MTX_noDrug.HNM1_ERG11,A_MTX_noDrug.ERV25_EMP47,A_MTX_noDrug.HNM1_RBD2,A_MTX_noDrug.ERG11_TPO4,A_MTX_noDrug.ERG27_ACF2,A_MTX_noDrug.ERV25_RBD2,A_MTX_noDrug.ADE17_GIS2,A_MTX_noDrug.ERV25_ERG5,A_MTX_noDrug.MID2_TPO4,A_MTX_noDrug.ERG11_PIS1,A_MTX_noDrug.ERG11_ACF2,A_MTX_noDrug.ERG11_ORM2,A_MTX_noDrug.ERV25_UIP4,A_MTX_noDrug.MID2_RSN1,A_MTX_noDrug.RET2_EMP70,A_MTX_noDrug.FMP45_MID2,A_MTX_noDrug.ALO1_ADE17,A_MTX_noDrug.HNM1_MAM33,A_MTX_noDrug.SNA4_VAC8,A_MTX_noDrug.SRO9_DHH1,A_MTX_noDrug.MID2_PIN2,A_MTX_noDrug.HNM1_TPO4,A_MTX_noDrug.HNM1_TPO1,A_MTX_noDrug.ALO1_HYR1,A_MTX_noDrug.FMP45_MEP1,A_MTX_noDrug.SRO9_GIS2,A_MTX_noDrug.HUG1_ADE17,A_MTX_noDrug.GTR1_SLM4,A_MTX_noDrug.SSH1_ORM2,A_MTX_noDrug.HNM1_TPO2,A_MTX_noDrug.noPPI_reference,A_MTX_noDrug.RET2_EMP47,A_MTX_noDrug.SSH1_ERG11,A_MTX_noDrug.HUG1_PGM2,A_MTX_noDrug.MID2_WSC2,A_MTX_noDrug.ERG11_MID2,A_MTX_noDrug.MID2_TPO2,A_MTX_noDrug.ERG11_HYR1,A_MTX_noDrug.HNM1_MID2,A_MTX_noDrug.ERG11_ERG5,A_MTX_noDrug.HUG1_ALO1,A_MTX_noDrug.PMC1_GTR2,A_MTX_noDrug.PMC1_CTR2,A_MTX_noDrug.ERV25_PIS1,A_MTX_noDrug.SSH1_PIS1,A_MTX_noDrug.MID2_MAM33,A_MTX_noDrug.RET2_SNA3,A_MTX_noDrug.PLM2_HNM1,A_MTX_noDrug.ADE17_PGM2,A_MTX_noDrug.SSH1_ERV25,A_MTX_noDrug.SRO9_SGN1,A_MTX_noDrug.PLM2_SNA3,A_MTX_noDrug.ERG11_ERV25,A_MTX_noDrug.DHH1_LSM3,A_MTX_noDrug.TPO1_TPO2,A_MTX_noDrug.ALO1_UIP4,A_MTX_noDrug.SNA4_GTR2,A_MTX_noDrug.ERV25_ORM2,A_MTX_noDrug.TPO1_TCB2,A_MTX_noDrug.ADE17_HYR1,A_MTX_noDrug.TPO1_MID2
729,479.0,398.0,436.0,46.0,2531.0,2592.0,28.0,85.0,1131.0,32.0,959.0,840.0,193.0,852.0,27.0,68.0,1429.0,99.0,1271.0,56.0,35.0,5134.0,2852.0,1807.0,85.0,1026.0,94.0,170.0,153.0,300.0,1175.0,526.0,95.0,1807.0,1399.0,1577.0,5062.0,30.0,616.0,346.0,793.0,415.0,104.0,43.0,216.0,3294.0,932.0,42.0,1003.0,69.0,2158.0,1305.0,68.0,385.0,181.0,1892.0,67.0,507.0,147.0,1338.0,53.0,2678.0
731,51.0,2.0,15.0,8.0,17.0,4.0,8.0,9.0,14.0,2.0,1.0,1.0,131.0,34.0,30.0,26.0,13.0,1.0,39.0,4.0,3.0,19.0,9.0,41.0,31.0,59.0,2.0,8.0,41.0,44.0,41.0,3.0,5.0,3.0,45.0,13.0,745.0,4.0,1344.0,19.0,1468.0,4.0,8.0,11.0,55.0,5.0,19.0,2.0,17.0,5.0,0.0,78.0,45.0,9615.0,119.0,11.0,44.0,76.0,289.0,9.0,4.0,10.0
732,8.0,2.0,5.0,0.0,3.0,0.0,3.0,1.0,5.0,0.0,5.0,0.0,12.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,0.0,7.0,3.0,1.0,0.0,5.0,2.0,3.0,13.0,2.0,2.0,0.0,0.0,1.0,8.0,5.0,28.0,0.0,24.0,3.0,106.0,7.0,3.0,3.0,1.0,1.0,13.0,0.0,2.0,6.0,1.0,13.0,19.0,122.0,7.0,0.0,3.0,4.0,7.0,2.0,1.0,0.0
734,1345.0,684.0,39.0,71.0,538.0,89.0,113.0,41.0,610.0,54.0,789.0,810.0,705.0,2538.0,64.0,118.0,1751.0,253.0,305.0,15.0,45.0,4435.0,514.0,32.0,46.0,457.0,101.0,272.0,260.0,3227.0,291.0,1474.0,41.0,113.0,9621.0,10978.0,3776.0,41.0,451.0,602.0,46.0,746.0,1065.0,4873.0,52.0,100.0,15113.0,38.0,2413.0,292.0,31.0,539.0,35738.0,228.0,195.0,1463.0,152.0,561.0,2794.0,544.0,30.0,43.0
735,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,5.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0
738,2.0,11.0,7.0,1.0,221.0,2.0,0.0,5.0,2.0,4.0,64.0,2.0,25.0,303.0,2.0,5.0,25.0,20.0,15.0,5.0,1.0,53.0,7.0,4.0,8.0,7.0,6.0,3.0,4.0,43.0,11.0,43.0,1.0,2.0,124.0,228.0,131.0,0.0,16.0,8.0,35.0,48.0,15.0,27.0,8.0,14.0,110.0,5.0,8.0,5.0,88.0,42.0,4.0,93.0,194.0,1.0,21.0,29.0,4.0,5.0,5.0,2.0
739,3.0,4.0,12.0,0.0,26.0,2.0,23.0,112.0,9.0,0.0,50.0,1.0,3.0,26.0,0.0,3.0,4.0,4.0,31.0,25.0,0.0,51.0,31.0,67.0,26.0,39.0,21.0,3.0,7.0,11.0,30.0,23.0,17.0,0.0,4.0,3.0,69.0,28.0,14.0,7.0,50.0,4.0,2.0,14.0,5115.0,25.0,15.0,0.0,43.0,46.0,1.0,55.0,8.0,68.0,7.0,22.0,1.0,69.0,40.0,18.0,9150.0,2.0
740,22.0,7.0,5.0,4.0,2.0,6.0,45.0,1.0,13.0,2.0,2.0,3.0,3.0,2.0,26.0,48.0,4.0,3.0,5.0,2.0,1.0,17.0,51.0,55.0,5.0,16.0,2.0,4.0,9.0,16.0,2.0,59.0,14.0,4.0,12.0,2.0,21.0,44.0,14.0,4.0,8.0,1.0,0.0,3.0,1.0,6.0,2.0,27.0,94.0,4.0,3.0,8.0,5.0,73.0,11.0,54.0,14.0,3.0,11.0,5.0,48.0,7.0
741,65.0,39.0,155.0,35.0,786.0,41.0,12.0,37.0,62.0,24.0,48.0,94.0,632.0,1230.0,26.0,74.0,69.0,72.0,34.0,23.0,14.0,213.0,24.0,18.0,33.0,40.0,37.0,19.0,56.0,51.0,62.0,286.0,30.0,33.0,34.0,31.0,273.0,12.0,179.0,61.0,66.0,31.0,19.0,26.0,45.0,48.0,39.0,52.0,21.0,22.0,37.0,68.0,30.0,886.0,46.0,16.0,148.0,38.0,72.0,120.0,14.0,26.0
742,32.0,36.0,50.0,42.0,110.0,89.0,21.0,42.0,36.0,41.0,31.0,39.0,80.0,34.0,21.0,118.0,51.0,122.0,41.0,15.0,24.0,439.0,36.0,23.0,25.0,28.0,40.0,19.0,73.0,31.0,78.0,30.0,37.0,31.0,36.0,97.0,296.0,35.0,134.0,60.0,170.0,25.0,42.0,33.0,66.0,70.0,82.0,90.0,51.0,56.0,45.0,81.0,92.0,96.0,68.0,58.0,40.0,57.0,102.0,329.0,35.0,50.0
748,35.0,8.0,2.0,1.0,5.0,1.0,2.0,15.0,2.0,1.0,13.0,11.0,7.0,16.0,4.0,19.0,3.0,0.0,2.0,7.0,3.0,14.0,0.0,0.0,6.0,8.0,6.0,6.0,10.0,8.0,5.0,0.0,17.0,1.0,30.0,1.0,49.0,1.0,6.0,30.0,9.0,20.0,0.0,30.0,20.0,3.0,5.0,11.0,3.0,6.0,3.0,7.0,11.0,18.0,6.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0
749,3.0,2.0,3.0,3.0,4.0,1.0,0.0,14.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,6.0,1.0,9.0,4.0,2.0,2.0,9.0,2.0,5.0,5.0,13.0,3.0,2.0,7.0,9.0,5.0,1.0,7.0,7.0,4.0,6.0,0.0,5.0,1.0,1.0,5.0,22.0,14.0,6.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0
753,5.0,0.0,3.0,0.0,4.0,3.0,0.0,10.0,2.0,0.0,5.0,15.0,0.0,10.0,0.0,23.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,5.0,3.0,15.0,4.0,1.0,48.0,1.0,19.0,0.0,12.0,0.0,1.0,2.0,2.0,15.0,1.0,13.0,5.0,20.0,7.0,22.0,0.0,4.0,2.0,3.0,1.0,10.0,2.0,1.0,3.0,3.0,1.0,7.0,1.0,3.0
754,2.0,0.0,3.0,0.0,6.0,1.0,0.0,23.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,0.0,7.0,0.0,4.0,0.0,20.0,1.0,0.0,5.0,4.0,6.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,105.0,7.0,1.0,0.0,7.0,18.0,3.0,0.0,2.0
755,1.0,1.0,1.0,0.0,5.0,1.0,0.0,5.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,5.0,3.0,0.0,2.0
756,960.0,595.0,322.0,29.0,2039.0,4058.0,25.0,873.0,657.0,159.0,1733.0,402.0,1115.0,659.0,200.0,135050.0,498.0,146.0,235.0,89.0,38.0,763.0,108.0,191.0,390.0,1197.0,292.0,249.0,174.0,1477.0,470.0,211.0,193154.0,695.0,1339.0,44.0,6203.0,15.0,2451.0,800.0,1544.0,935.0,256.0,1003.0,663.0,708.0,561.0,112214.0,564.0,115.0,1623.0,1294.0,5850.0,1057.0,162.0,1552.0,982.0,449.0,1248.0,5386.0,30.0,1492.0
760,169.0,262.0,460.0,57.0,912.0,394.0,82.0,82042.0,1038.0,67.0,813.0,1748.0,1149.0,1852.0,54.0,131.0,260.0,1484.0,45.0,344.0,61.0,5204.0,39.0,133.0,984.0,845.0,488.0,2784.0,208.0,1227.0,481.0,1287.0,363.0,801.0,3134.0,3762.0,1644.0,42.0,396.0,292.0,1252.0,1943.0,1311.0,4472.0,1941.0,484.0,1568.0,75.0,175.0,467.0,589.0,1593.0,1708.0,1117.0,5258.0,1558.0,1343.0,1719.0,1175.0,734.0,303.0,970.0
77,10.0,15.0,7.0,1.0,190.0,47.0,2.0,5.0,0.0,3.0,106.0,2.0,91.0,72.0,0.0,7.0,9.0,52.0,0.0,2.0,1.0,21.0,4.0,4.0,38.0,2.0,4.0,4.0,19.0,16.0,2.0,1.0,13.0,57.0,24.0,1.0,784.0,0.0,497.0,149.0,46.0,10.0,1.0,12.0,3.0,9.0,1.0,10.0,3.0,2.0,112.0,8.0,31.0,59.0,27.0,26.0,10.0,14.0,4.0,2.0,3.0,19.0
772,8.0,17.0,40.0,2.0,9.0,8.0,6.0,2.0,35.0,1.0,17.0,2.0,8.0,67.0,1.0,11.0,34.0,44.0,197.0,15.0,5.0,58.0,21.0,4.0,11.0,20.0,1.0,38.0,14.0,10.0,11.0,15.0,10.0,19.0,262.0,6.0,174.0,5.0,25.0,34.0,21.0,14.0,30.0,17.0,4.0,1.0,14.0,3.0,11.0,46.0,9.0,74.0,18.0,85.0,70.0,5.0,8.0,60.0,49.0,16.0,7.0,13.0
775,4.0,0.0,3.0,1.0,2.0,4.0,1.0,5.0,9.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,11.0,1.0,72.0,0.0,92.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,43.0,1.0,5.0,9.0,1.0,0.0,8.0,23.0,2.0,2.0,1.0
778,96.0,172.0,89.0,10.0,88.0,358.0,25.0,9.0,462.0,14.0,256.0,24.0,364.0,8098.0,5.0,19.0,96.0,177.0,108.0,24.0,6.0,588.0,236.0,553.0,216.0,22.0,5.0,646.0,8621.0,876.0,390.0,44.0,21.0,386.0,944.0,7.0,1006.0,5.0,472.0,502.0,192.0,760.0,505.0,301.0,48.0,19.0,148.0,57.0,100.0,18.0,737.0,142.0,97.0,131.0,988.0,804.0,911.0,239.0,682.0,144.0,17.0,596.0
782,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,25.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,105.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0
783,90.0,632.0,33.0,20.0,1850.0,392.0,13.0,68.0,443.0,16.0,3846.0,151.0,304.0,56.0,7.0,31.0,77.0,20.0,1738.0,34.0,13.0,597.0,119.0,1549.0,87.0,70.0,16.0,12.0,66.0,38.0,35.0,145.0,51.0,123.0,44.0,3.0,3552.0,6.0,643.0,543.0,2236.0,25.0,108.0,65.0,45.0,25.0,15.0,26.0,37.0,28.0,911.0,1652.0,21.0,1681.0,557.0,725.0,27.0,68.0,95.0,296.0,39.0,3258.0
789,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,23.0,5.0,2.0,1.0,5.0,32.0,0.0,1.0,1.0
79,4.0,0.0,1.0,2.0,6.0,0.0,1.0,1.0,6.0,1.0,4.0,5.0,73.0,1.0,4.0,2.0,9.0,1.0,1.0,0.0,0.0,25.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,55.0,0.0,295.0,1.0,0.0,312.0,1.0,2.0,0.0,0.0,0.0,3.0,178.0,4.0,5.0,0.0,35.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,11.0,1.0,4.0,1.0,2.0,2.0
790,27.0,38.0,36.0,15.0,43.0,88.0,10.0,16.0,23.0,25.0,35.0,42.0,30.0,31.0,18.0,61.0,37.0,28.0,19.0,16.0,15.0,200.0,19.0,14.0,21.0,19.0,24.0,21.0,62.0,32.0,31.0,17.0,32.0,34.0,27.0,68.0,148.0,10.0,132.0,43.0,57.0,33.0,16.0,16.0,10.0,23.0,30.0,54.0,19.0,24.0,32.0,46.0,29.0,83.0,63.0,48.0,24.0,27.0,60.0,85.0,20.0,33.0
791,34.0,64.0,63.0,39.0,40.0,76.0,12.0,32.0,48.0,28.0,36.0,39.0,53.0,24.0,26.0,94.0,69.0,147.0,42.0,38.0,35.0,770.0,40.0,49.0,40.0,31.0,34.0,19.0,97.0,34.0,102.0,44.0,50.0,50.0,26.0,201.0,181.0,31.0,125.0,39.0,46.0,32.0,34.0,24.0,11.0,31.0,96.0,90.0,49.0,91.0,41.0,58.0,118.0,32.0,79.0,31.0,24.0,63.0,60.0,284.0,30.0,97.0
795,57.0,16.0,37.0,39.0,69.0,40.0,6.0,59.0,134.0,10.0,72.0,11.0,508.0,31.0,27.0,44.0,63.0,29.0,71.0,26.0,3.0,116.0,13.0,28.0,33.0,71.0,13.0,6.0,152.0,50.0,39.0,14.0,43.0,15.0,33.0,10.0,1207.0,7.0,3411.0,92.0,6524.0,8.0,35.0,20.0,84.0,24.0,18.0,19.0,17.0,35.0,15.0,139.0,257.0,5015.0,274.0,39.0,39.0,154.0,1329.0,36.0,22.0,40.0
797,5.0,7.0,15.0,2.0,10.0,6.0,0.0,4.0,2.0,0.0,3.0,3.0,3.0,8.0,1.0,5.0,6.0,7.0,1.0,30.0,0.0,28.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,9.0,2.0,3.0,15.0,2.0,3.0,1.0,10.0,1.0,0.0,1.0,2.0,5.0,6.0,1.0,4.0,8.0,3.0,7.0,3.0,3.0,5.0,1.0,1.0,24.0,3.0,1.0,1.0,6.0
798,4.0,1.0,0.0,0.0,2.0,7.0,3.0,5.0,4.0,0.0,2.0,0.0,17.0,2.0,1.0,7.0,2.0,4.0,4.0,6.0,0.0,4.0,2.0,2.0,6.0,5.0,0.0,75.0,8.0,1.0,2.0,0.0,3.0,6.0,2.0,0.0,61.0,0.0,167.0,2.0,286.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,35.0,0.0,6.0,18.0,0.0,1.0,6.0,12.0,0.0,0.0,1.0
800,3.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0
801,43.0,47.0,3.0,2.0,11.0,2.0,2.0,5.0,40.0,7.0,14.0,5.0,1.0,6.0,1.0,1.0,5.0,3.0,18.0,6.0,2.0,151.0,11.0,1.0,4.0,9.0,7.0,3.0,30.0,3.0,4.0,71.0,0.0,2.0,3.0,117.0,223.0,0.0,1.0,10.0,1.0,2.0,5.0,10.0,2.0,4.0,13.0,2.0,12.0,7.0,10.0,17.0,84.0,9.0,5.0,62.0,0.0,302.0,15.0,4.0,5.0,4.0
804,4.0,79.0,858.0,4.0,1036.0,9.0,3.0,4.0,30.0,1.0,229.0,56.0,478.0,147.0,2.0,1.0,2.0,14.0,185.0,2.0,2.0,9.0,17.0,1.0,6.0,14.0,6.0,5.0,9.0,51.0,286.0,133.0,0.0,96.0,83.0,1.0,489.0,0.0,115.0,25.0,256.0,42.0,49.0,77.0,9.0,15.0,13.0,2.0,3.0,9.0,248.0,212.0,1.0,5.0,422.0,2.0,653.0,57.0,148.0,3.0,23.0,22.0
805,4.0,61.0,29.0,0.0,642.0,5.0,8.0,6.0,12.0,0.0,207.0,8.0,175.0,41.0,6.0,5.0,24.0,4.0,11.0,12.0,1.0,205.0,8.0,8.0,7.0,17.0,2.0,13.0,11.0,348.0,137.0,45.0,5.0,340.0,38.0,4.0,34.0,1.0,13.0,165.0,240.0,31.0,73.0,8.0,11.0,29.0,28.0,5.0,8.0,7.0,74.0,49.0,2.0,843.0,1193.0,160.0,41.0,19.0,92.0,69.0,9.0,105.0
808,14.0,10.0,22.0,2.0,36.0,10.0,9.0,19.0,8.0,8.0,8.0,3.0,8.0,2.0,5.0,15.0,9.0,24.0,8.0,4.0,11.0,133.0,9.0,8.0,6.0,11.0,14.0,8.0,30.0,12.0,17.0,9.0,9.0,8.0,25.0,42.0,90.0,4.0,12.0,17.0,25.0,5.0,3.0,13.0,13.0,14.0,23.0,5.0,8.0,8.0,5.0,20.0,24.0,101.0,24.0,21.0,17.0,16.0,24.0,53.0,1.0,16.0
809,39.0,228.0,477.0,50.0,2202.0,402.0,13.0,98.0,1005.0,21.0,631.0,59.0,817.0,632.0,28.0,49.0,90.0,65.0,594.0,8601.0,32.0,576.0,197.0,534.0,101.0,125.0,39.0,61.0,126.0,642.0,1416.0,37.0,121.0,562.0,73.0,86.0,1552.0,9.0,145.0,423.0,251.0,30.0,43.0,43.0,68.0,61.0,102.0,50.0,52.0,146.0,904.0,2149.0,192.0,480.0,332.0,627.0,71.0,452.0,316.0,107.0,65.0,273.0
81,6.0,82.0,1.0,1.0,134.0,0.0,1.0,19.0,111.0,2.0,60.0,1.0,62.0,1.0,2.0,5.0,24.0,2.0,5.0,2.0,6.0,43.0,20.0,3.0,2.0,38.0,4.0,20.0,7.0,21.0,114.0,157.0,1.0,2.0,241.0,621.0,274.0,0.0,18.0,17.0,84.0,30.0,2.0,5.0,8.0,6.0,209.0,2.0,21.0,3.0,75.0,27.0,5.0,279.0,131.0,31.0,20.0,29.0,26.0,13.0,5.0,33.0
811,11.0,75.0,11.0,10.0,20.0,1531.0,14.0,7.0,112.0,4.0,13.0,18.0,40.0,15.0,3.0,31.0,19.0,32.0,1992.0,27.0,27.0,48.0,253.0,446.0,73.0,17.0,11.0,18.0,25.0,30.0,2462.0,1575.0,17.0,220.0,9.0,19.0,39.0,8.0,14.0,18.0,20.0,4.0,75.0,92.0,29.0,588.0,18.0,20.0,81.0,12.0,74.0,41.0,18.0,48.0,11.0,52.0,13.0,196.0,33.0,43.0,11.0,137.0
812,1.0,3.0,3.0,0.0,2.0,1.0,1.0,6.0,30.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,15.0,3.0,9.0,0.0,9.0,0.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,8.0,1.0,1.0,4.0,3.0,2.0,12.0,0.0,3.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,47.0,1.0,7.0,6.0,98.0,2.0,0.0,2.0,8.0,3.0,7.0,1.0,0.0
813,43.0,60.0,72.0,17.0,69.0,75.0,13.0,116.0,68.0,13.0,91.0,39.0,49.0,39.0,16.0,22.0,35.0,116.0,44.0,121.0,20.0,384.0,30.0,18.0,43.0,92.0,33.0,21.0,70.0,27.0,34.0,14.0,36.0,52.0,47.0,32.0,259.0,14.0,50.0,31.0,184.0,16.0,28.0,32.0,62.0,51.0,59.0,20.0,20.0,170.0,42.0,76.0,48.0,594.0,53.0,19.0,40.0,162.0,81.0,35.0,47.0,30.0
819,5.0,2.0,2.0,2.0,11.0,1.0,0.0,11.0,4.0,0.0,11.0,3.0,15.0,3.0,0.0,2.0,4.0,5.0,2.0,6.0,1.0,15.0,1.0,2.0,3.0,11.0,1.0,5.0,8.0,1.0,5.0,2.0,3.0,3.0,12.0,9.0,22.0,1.0,1.0,4.0,121.0,7.0,1.0,3.0,6.0,7.0,5.0,2.0,1.0,5.0,7.0,0.0,1.0,120.0,3.0,3.0,4.0,16.0,4.0,1.0,2.0,1.0
821,6.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,3.0,3.0,1.0,3.0,0.0,3.0,6.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,4.0,4.0,0.0,3.0,0.0,0.0,1.0,4.0,6.0,43.0,0.0,8.0,2.0,22.0,0.0,1.0,4.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,10.0,385.0,8.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
823,34.0,63.0,33.0,12.0,40.0,20.0,16.0,20.0,44.0,12.0,16.0,13.0,18.0,17.0,7.0,2.0,46.0,27.0,32.0,21.0,12.0,164.0,8.0,17.0,24.0,16.0,18.0,47.0,60.0,28.0,34.0,14.0,14.0,13.0,34.0,67.0,193.0,9.0,31.0,47.0,79.0,22.0,25.0,24.0,32.0,24.0,74.0,9.0,25.0,40.0,15.0,53.0,87.0,97.0,53.0,7.0,19.0,35.0,33.0,15.0,3.0,6.0
833,12.0,33.0,45.0,6.0,602.0,87.0,30.0,49.0,56.0,2.0,114.0,25.0,497.0,116.0,7.0,20.0,25.0,34.0,31.0,41.0,11.0,144.0,22.0,14.0,44.0,218.0,11.0,3385.0,27.0,283.0,29.0,465.0,17.0,44.0,591.0,6.0,149.0,7.0,150.0,22.0,205.0,254.0,44.0,205.0,39.0,23.0,62.0,19.0,18.0,27.0,23.0,155.0,15.0,52.0,683.0,1302.0,32.0,104.0,32.0,71.0,33.0,158.0
835,28.0,35.0,6.0,1.0,152.0,6.0,3.0,14.0,98.0,1.0,144.0,1.0,195.0,5.0,0.0,2.0,113.0,5.0,93.0,157.0,1.0,34.0,66.0,65.0,1.0,7.0,1.0,15.0,6.0,44.0,844.0,25.0,1.0,82.0,106.0,4.0,135.0,4.0,16.0,26.0,53.0,9.0,6.0,4.0,14.0,28.0,2.0,0.0,10.0,15.0,84.0,13.0,44.0,69.0,130.0,1.0,3.0,144.0,170.0,5.0,846.0,1.0
837,49.0,69.0,65.0,12.0,521.0,1182.0,22.0,27.0,128.0,13.0,356.0,114.0,201.0,145.0,23.0,104.0,352.0,62.0,80.0,26.0,14.0,842.0,61.0,18.0,67.0,110.0,25.0,398.0,137.0,99.0,58.0,98.0,58.0,87.0,2751.0,579.0,534.0,8.0,377.0,217.0,163.0,384.0,74.0,227.0,22.0,58.0,593.0,37.0,68.0,35.0,383.0,304.0,61.0,814.0,319.0,165.0,43.0,176.0,225.0,182.0,9.0,125.0
838,25415.0,56964.0,15655.0,2369.0,68860.0,110840.0,1274.0,3187.0,93844.0,2244.0,53448.0,66958.0,35257.0,11382.0,2163.0,2602.0,45446.0,136773.0,38242.0,12485.0,2177.0,240756.0,30627.0,16720.0,27998.0,25789.0,4185.0,4987.0,33534.0,28360.0,19861.0,6189.0,3216.0,19069.0,27218.0,72935.0,198267.0,1660.0,26588.0,57586.0,45619.0,15523.0,54136.0,27919.0,45207.0,28534.0,49619.0,1946.0,45619.0,2966.0,47034.0,25098.0,19044.0,76353.0,26164.0,34782.0,34723.0,14346.0,79108.0,39200.0,1253.0,30997.0
839,11.0,27.0,14.0,6.0,51.0,31.0,2.0,32.0,23.0,9.0,25.0,20.0,24.0,13.0,4.0,33.0,16.0,28.0,8.0,14.0,10.0,159.0,7.0,4.0,16.0,5.0,41.0,5.0,27.0,7.0,12.0,4.0,30.0,16.0,11.0,66.0,233.0,6.0,34.0,42.0,31.0,17.0,9.0,16.0,30.0,47.0,13.0,14.0,11.0,14.0,15.0,36.0,15.0,12.0,9.0,5.0,16.0,20.0,27.0,31.0,2.0,15.0
841,312.0,48.0,202.0,2.0,16.0,7.0,4.0,8.0,220.0,5.0,468.0,28.0,27.0,789.0,3.0,5.0,81.0,463.0,11.0,24.0,4.0,516.0,20.0,54.0,14.0,15.0,4.0,3.0,10.0,6.0,23.0,117.0,4.0,213.0,3.0,116.0,425.0,2.0,6.0,12.0,54.0,14.0,66.0,22.0,6.0,22.0,41.0,5.0,13.0,12.0,233.0,185.0,690.0,17.0,43.0,158.0,234.0,122.0,129.0,24.0,8.0,39.0
842,448.0,1128.0,529.0,19.0,564.0,4991.0,60.0,71.0,63.0,29.0,1215.0,673.0,684.0,270.0,36.0,107.0,956.0,30795.0,1029.0,91.0,15.0,1220.0,386.0,215.0,149.0,3756.0,24.0,679.0,256.0,1884.0,190.0,634.0,91.0,731.0,2760.0,690.0,1270.0,20.0,537.0,546.0,654.0,2218.0,928.0,785.0,25.0,111.0,3826.0,66.0,800.0,287.0,1147.0,577.0,170.0,312.0,1691.0,2191.0,753.0,1866.0,674.0,2278.0,59.0,1528.0
