seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
II,Xu_2009_SUTs,transcript,601321,602217,.,-,.,ID=ST3857;Name=SUT449;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0207;shares_5NFR_in_tandem_with=ST3858;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.29948221149103;expr_in_YPGal/YPD=-0.90795597497103;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.90064108467681;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-1.07167780330348,SUT449
II,Xu_2009_SUTs,transcript,602337,602377,.,-,.,ID=ST3858;Name=SUT450;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0207;shares_5NFR_in_tandem_with=ST3857;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=2.43362399366244;expr_in_YPGal/YPD=-0.582598175056514;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.90064108467681;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-1.07167780330348,SUT450
II,Xu_2009_SUTs,transcript,697845,698445,.,+,.,ID=ST0237;Name=SUT021;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3883;expr_in_YPE/YPD=-1.73212125934942;expr_in_YPGal/YPD=-0.298633100529122;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.652100000288295;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.101367345234121;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT021
II,Xu_2009_SUTs,transcript,741829,742005,.,+,.,ID=ST0256;Name=SUT022;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3901;expr_in_YPE/YPD=2.03071152568157;expr_in_YPGal/YPD=0.837393267633654;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.997060713894379;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.0468660587412861;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT022
II,Xu_2009_SUTs,transcript,785452,786476,.,+,.,ID=ST0269;Name=SUT023;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3912;expr_in_YPE/YPD=-0.708341340980921;expr_in_YPGal/YPD=-0.352962223473432;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.602275012985977;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.0681050923593274;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT023
II,Xu_2009_SUTs,transcript,786480,786873,.,-,.,ID=ST3913;Name=SUT451;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0270;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.645177422484489;expr_in_YPGal/YPD=-0.355514371506668;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.400872594048769;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.462103040615363,SUT451
II,Xu_2009_SUTs,transcript,789081,792586,.,-,.,ID=ST3914;Name=SUT452;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0271;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.09382335949595;expr_in_YPGal/YPD=-0.17039767582482;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.575514638672339;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.238660954019188,SUT452
II,Xu_2009_SUTs,transcript,792818,796570,.,-,.,ID=ST3915;Name=SUT453;end_confidence=mapped3;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0271;expr_in_YPE/YPD=0.448961835818448;expr_in_YPGal/YPD=0;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.575514638672339;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.238660954019188;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT453
II,Xu_2009_SUTs,transcript,798998,800430,.,+,.,ID=ST0272;Name=SUT024;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3917;expr_in_YPE/YPD=2.04879092112438;expr_in_YPGal/YPD=0.256015240097629;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=3.56942552715815;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=2.30974039169938;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT024
II,Xu_2009_SUTs,transcript,799306,800066,.,-,.,ID=ST3917;Name=SUT454;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0272;expr_in_YPE/YPD=3.56942552715815;expr_in_YPGal/YPD=2.30974039169938;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=2.04879092112438;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.256015240097629;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT454
III,Xu_2009_SUTs,transcript,39569,41313,.,+,.,ID=ST0281;Name=SUT025;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3930;expr_in_YPE/YPD=-1.47888152583038;expr_in_YPGal/YPD=-1.47257505214695;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.101920385129683;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.0363387839303622;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT025
III,Xu_2009_SUTs,transcript,50409,50793,.,+,.,ID=ST0283;Name=SUT026;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3934;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.102817298017908;expr_in_YPGal/YPD=-0.487074031774115;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.491774283783041;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.676237575318474,SUT026
III,Xu_2009_SUTs,transcript,106258,106402,.,+,.,ID=ST0295;Name=SUT027;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3950;expr_in_YPE/YPD=0.135747223703169;expr_in_YPGal/YPD=-0.686574243784682;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.971223487560863;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.192922111111708;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT027
III,Xu_2009_SUTs,transcript,113224,114280,.,-,.,ID=ST3953;Name=SUT455;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0300;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.914111432293611;expr_in_YPGal/YPD=-0.11734494100565;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.375959473214315;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.517948304688,SUT455
III,Xu_2009_SUTs,transcript,114564,115012,.,+,.,ID=ST0300;Name=SUT028;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3953;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.375959473214315;expr_in_YPGal/YPD=0.517948304688;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.914111432293611;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.11734494100565,SUT028
III,Xu_2009_SUTs,transcript,115440,117288,.,-,.,ID=ST3954;Name=SUT456;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0301;expr_in_YPE/YPD=-0.118111428213163;expr_in_YPGal/YPD=0.603069587173378;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.0116072642491516;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.132486112822942;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT456
III,Xu_2009_SUTs,transcript,116396,117308,.,+,.,ID=ST0301;Name=SUT029;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3954;expr_in_YPE/YPD=0.0116072642491516;expr_in_YPGal/YPD=0.132486112822942;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.118111428213163;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.603069587173378;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT029
III,Xu_2009_SUTs,transcript,123308,124068,.,+,.,"ID=ST0304;Name=SUT030;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3959,ST3960;expr_in_YPE/YPD=2.48262002463977;expr_in_YPGal/YPD=0;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.431254783844146,-0.801145031346198;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.529879237738911,-0.7353651403414;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT030
III,Xu_2009_SUTs,transcript,125244,126028,.,+,.,ID=ST0305;Name=SUT031;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3960;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.377521445741146;expr_in_YPGal/YPD=-0.370849394742844;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.602222337967978;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.493736038227537;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.801145031346198;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.7353651403414,SUT031
III,Xu_2009_SUTs,transcript,157726,159262,.,+,.,ID=ST0314;Name=SUT032;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3973;expr_in_YPE/YPD=-0.0299972148542946;expr_in_YPGal/YPD=0.790389520433394;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.479809525683764;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.634820014957747;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT032
III,Xu_2009_SUTs,transcript,173646,175710,.,+,.,ID=ST0316;Name=SUT033;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3979;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.669263466816183;expr_in_YPGal/YPD=1.39658926009658;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.764005725234722;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.281893074486294;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.0477631025619321;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.0105913268916966,SUT033
III,Xu_2009_SUTs,transcript,176602,176946,.,-,.,ID=ST3981;Name=SUT457;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT457
III,Xu_2009_SUTs,transcript,202702,204446,.,+,.,ID=ST0323;Name=SUT034;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3987;expr_in_YPE/YPD=-1.50640706902918;expr_in_YPGal/YPD=-0.788949674242033;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.398950205628499;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.0141109365668037;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT034
III,Xu_2009_SUTs,transcript,205766,205942,.,+,.,ID=ST0324;Name=SUT035;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT035
III,Xu_2009_SUTs,transcript,206830,208046,.,+,.,ID=ST0325;Name=SUT036;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3988;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3989;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.27188406835429;expr_in_YPGal/YPD=-0.158174311716257;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.37032004274793;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.674323455848124;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.12912657463002;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.733898518450036,SUT036
III,Xu_2009_SUTs,transcript,223502,224214,.,+,.,ID=ST0331;Name=SUT037;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3994;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.740004729691384;expr_in_YPGal/YPD=-0.660197988935691;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.08054135894827;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.801910384918443;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT037
III,Xu_2009_SUTs,transcript,225274,227890,.,-,.,ID=ST3995;Name=SUT458;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0333;expr_in_YPE/YPD=1.20523322551653;expr_in_YPGal/YPD=0;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.35800187296724;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.614856578689759;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT458
III,Xu_2009_SUTs,transcript,242597,244125,.,+,.,ID=ST0339;Name=SUT038;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3999;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4000;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.3424129587608;expr_in_YPGal/YPD=-0.381009588406879;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.598146714789129;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.0816719057189661;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.44154721808755;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0851103984372439,SUT038
III,Xu_2009_SUTs,transcript,273093,274357,.,+,.,ID=ST0349;Name=SUT039;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4006;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.675728805938637;expr_in_YPGal/YPD=-0.121673587067493;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.828897495481467;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0573250287325964,SUT039
III,Xu_2009_SUTs,transcript,298645,299525,.,+,.,ID=ST0355;Name=SUT040;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4009;expr_in_YPE/YPD=-0.895751640778177;expr_in_YPGal/YPD=-0.629524433454566;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.91479841968875;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=1.24147556119895;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT040
III,Xu_2009_SUTs,transcript,308297,309969,.,-,.,ID=ST4011;Name=SUT459;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT459
IV,Xu_2009_SUTs,transcript,59128,60696,.,+,.,"ID=ST0366;Name=SUT041;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4021,ST4022;expr_in_YPE/YPD=-2.105148927371;expr_in_YPGal/YPD=-1.9001332421429;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.53945678966033,2.93960054950684;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.404262994911973,-0.240321741052671;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT041
IV,Xu_2009_SUTs,transcript,80712,82584,.,+,.,ID=ST0370;Name=SUT042;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4030;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.02023893865983;expr_in_YPGal/YPD=-0.569314140722301;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.943786123038092;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.346726249987526,SUT042
IV,Xu_2009_SUTs,transcript,134732,135492,.,-,.,"ID=ST4048;Name=SUT460;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0386,ST0387;expr_in_YPE/YPD=-0.415076396683296;expr_in_YPGal/YPD=-0.483372713367366;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.623749195371856,1.97192016368042;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.0133217713950069,1.39959185534555;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT460
IV,Xu_2009_SUTs,transcript,232253,234341,.,-,.,ID=ST4075;Name=SUT461;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0419;expr_in_YPE/YPD=-1.67324448592304;expr_in_YPGal/YPD=-0.128232355642388;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.146707628728366;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.436469214711095;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT461
IV,Xu_2009_SUTs,transcript,312881,314161,.,+,.,ID=ST0443;Name=SUT043;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4104;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-2.14545200490713;expr_in_YPGal/YPD=-1.59983622558838;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=2.47780003689018;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=3.53936843290069;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.814438139063279;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0914519141092587,SUT043
IV,Xu_2009_SUTs,transcript,314921,316961,.,+,.,"ID=ST0444;Name=SUT044;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4106,ST4107;expr_in_YPE/YPD=0;expr_in_YPGal/YPD=0.29486462357478;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.538153357770554,-0.331127645953915;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.196088945491886,-0.0390418232109204;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT044
