PPI_1,PPI_2
MID2:PPZ1,FMP45:MID2
MID2:PPZ1,TPO1:MID2
CHO2:ERG11,ERG11:ORM2
CHO2:ERG11,ERG11:TPO4
CHO2:ERG11,ERG11:HYR1
YGL108C:MID2,FMP45:MID2
YGL108C:MID2,TPO1:MID2
AYR1:PIS1,PIS1:ERV25
TPO2:TCB3,TPO2:TPO1
SRO9:NAP1,DHH1:SRO9
MID2:PDR12,FMP45:MID2
MID2:PDR12,TPO1:MID2
MID2:DYN3,FMP45:MID2
MID2:DYN3,TPO1:MID2
INO1:HUG1,ALO1:HUG1
INO1:HUG1,HUG1:ADE17
ERG11:SPC1,ERG11:ORM2
ERG11:SPC1,ERG11:TPO4
ERG11:SPC1,ERG11:HYR1
ALO1:SIS1,UIP4:ALO1
ALO1:SIS1,ALO1:HUG1
YGR012W:ALO1,UIP4:ALO1
YGR012W:ALO1,ALO1:HUG1
FMP45:ITR1,FMP45:MID2
UIP4:ALO1,ALO1:HUG1
UIP4:ALO1,QCR9:ALO1
UIP4:ALO1,YDR381C-A:ALO1
UIP4:ALO1,ALO1:LSP1
UIP4:ALO1,ERV25:UIP4
UIP4:ALO1,YPT1:ALO1
UIP4:ALO1,INO1:ALO1
UIP4:ALO1,FAA3:ALO1
UIP4:ALO1,ARF1:ALO1
HYR1:TPO3,ERG11:HYR1
MID2:LCB1,FMP45:MID2
MID2:LCB1,TPO1:MID2
VAC8:HXT1,SNA4:VAC8
ALO1:HUG1,ARC19:HUG1
ALO1:HUG1,GPM2:HUG1
ALO1:HUG1,QCR9:ALO1
ALO1:HUG1,HUG1:VPS21
ALO1:HUG1,YDR381C-A:ALO1
ALO1:HUG1,ARC18:HUG1
ALO1:HUG1,HUG1:ADE17
ALO1:HUG1,ALO1:LSP1
ALO1:HUG1,YPT1:ALO1
ALO1:HUG1,INO1:ALO1
ALO1:HUG1,FAA3:ALO1
ALO1:HUG1,ARF1:ALO1
RFS1:TPO1,TPO1:TCB2
RFS1:TPO1,TPO2:TPO1
RFS1:TPO1,TPO1:MID2
SEM1:ADE17,HUG1:ADE17
ERG11:EPT1,ERG11:ORM2
ERG11:EPT1,ERG11:TPO4
ERG11:EPT1,ERG11:HYR1
SNA4:VMA7,SNA4:VAC8
ARC19:HUG1,HUG1:ADE17
PHO88:ERG11,ERG11:ORM2
PHO88:ERG11,ERG11:TPO4
PHO88:ERG11,ERG11:HYR1
TPO2:SLM1,TPO2:TPO1
SNA4:PIB2,SNA4:VAC8
CBR1:ORM2,ERG11:ORM2
SRO9:PSA1,DHH1:SRO9
FMP45:WSC3,FMP45:MID2
GPM2:HUG1,HUG1:ADE17
FMP45:YLR454W,FMP45:MID2
VAC8:GTR1,SNA4:VAC8
PST2:MAM33,MAM33:HNM1
ORM2:SCS7,ERG11:ORM2
MUP1:MID2,FMP45:MID2
MUP1:MID2,TPO1:MID2
VAC8:MEH1,SNA4:VAC8
SNA3:SEC21,PLM2:SNA3
DHH1:SRO9,DHH1:LSM7
DHH1:SRO9,DHH1:GIS2
DHH1:SRO9,CDC39:DHH1
DHH1:SRO9,DHH1:LSM12
DHH1:SRO9,DHH1:EDC2
DHH1:SRO9,DHH1:DEF1
ARF1:EMP47,EMP47:ERV25
FMP45:PKH2,FMP45:MID2
ERG11:SOP4,ERG11:ORM2
ERG11:SOP4,ERG11:TPO4
ERG11:SOP4,ERG11:HYR1
ERV25:SWP1,EMP47:ERV25
ERV25:SWP1,ERV25:UIP4
ERV25:SWP1,PIS1:ERV25
ORM2:SPC2,ERG11:ORM2
SHR3:ORM2,ERG11:ORM2
MAM33:HNM1,HNM1:VHT1
MAM33:HNM1,HNM1:YOR1
MAM33:HNM1,PLM2:HNM1
MAM33:HNM1,HNM1:HXT5
MAM33:HNM1,HNM1:HXT1
MAM33:HNM1,HNM1:HXT2
MAM33:HNM1,HNM1:PPZ1
MAM33:HNM1,HNM1:YGL108C
MAM33:HNM1,HNM1:YMR010W
MAM33:HNM1,HNM1:PDR12
MAM33:HNM1,HNM1:YLR413W
MAM33:HNM1,SNQ2:HNM1
MAM33:HNM1,HNM1:MUP1
MAM33:HNM1,SDS23:HNM1
MAM33:HNM1,HNM1:TCB3
MAM33:HNM1,HNM1:SLM1
KRE27:ERV25,EMP47:ERV25
KRE27:ERV25,ERV25:UIP4
KRE27:ERV25,PIS1:ERV25
TPO2:TPO3,TPO2:TPO1
SDS23:MID2,FMP45:MID2
SDS23:MID2,TPO1:MID2
ERG11:ORM2,GPI17:ERG11
ERG11:ORM2,ERG11:KES1
ERG11:ORM2,ORM2:VHS3
ERG11:ORM2,ERG11:SCS7
ERG11:ORM2,ORM2:YNL190W
ERG11:ORM2,ERG11:SPC2
ERG11:ORM2,SHR3:ERG11
ERG11:ORM2,COS4:ERG11
ERG11:ORM2,ERG11:SEC62
ERG11:ORM2,SHU1:ERG11
ERG11:ORM2,ERG11:CPT1
ERG11:ORM2,ERG11:SEY1
ERG11:ORM2,ERG11:TPO4
ERG11:ORM2,SLC1:ERG11
ERG11:ORM2,ERG11:GTT1
ERG11:ORM2,ERG11:VHS3
ERG11:ORM2,ERG11:HYR1
ERG11:ORM2,ERG11:ILM1
ERG11:ORM2,ERG11:STE24
ERG11:ORM2,ERG11:PHO86
MID2:TCB3,FMP45:MID2
MID2:TCB3,TPO1:MID2
SNA3:ERG27,PLM2:SNA3
MID2:RTS1,FMP45:MID2
MID2:RTS1,TPO1:MID2
OLE1:MID2,FMP45:MID2
OLE1:MID2,TPO1:MID2
ERP1:ERV25,EMP47:ERV25
ERP1:ERV25,ERV25:UIP4
ERP1:ERV25,PIS1:ERV25
HNM1:VHT1,PLM2:HNM1
PLM2:MEP1,PLM2:HNM1
PLM2:MEP1,PLM2:SNA3
HUG1:VPS21,HUG1:ADE17
HNM1:YOR1,PLM2:HNM1
FMP45:MEP3,FMP45:MID2
FMP45:TPO4,FMP45:MID2
FMP45:TPO4,ERG11:TPO4
TPO2:DIP5,TPO2:TPO1
ARC18:HUG1,HUG1:ADE17
FMP45:GPA2,FMP45:MID2
FMP45:HYR1,FMP45:MID2
FMP45:HYR1,ERG11:HYR1
ERV29:PIS1,PIS1:ERV25
SNA4:VAC8,VAC8:IML1
SNA4:VAC8,DPP1:VAC8
MSC7:PIS1,PIS1:ERV25
SAP155:ADE17,HUG1:ADE17
EMP47:ERV25,ERV25:UIP4
EMP47:ERV25,EMP47:VPS68
EMP47:ERV25,WBP1:ERV25
EMP47:ERV25,ERV25:ALG5
EMP47:ERV25,PIS1:ERV25
EMP47:ERV25,YBR241C:ERV25
EMP47:ERV25,ERG3:ERV25
SLM1:MID2,FMP45:MID2
SLM1:MID2,TPO1:MID2
AYR1:SNA3,PLM2:SNA3
HUG1:ADE17,PST2:ADE17
HUG1:ADE17,ADE17:HCH1
HUG1:ADE17,DCS1:ADE17
GPI17:ERG11,ERG11:TPO4
GPI17:ERG11,ERG11:HYR1
ERG11:KES1,ERG11:TPO4
ERG11:KES1,ERG11:HYR1
ERV25:UIP4,WBP1:ERV25
ERV25:UIP4,ERV25:ALG5
ERV25:UIP4,PIS1:ERV25
ERV25:UIP4,YBR241C:ERV25
ERV25:UIP4,ERG3:ERV25
FTR1:TPO4,ERG11:TPO4
TPO1:TCB2,TPO1:MEP3
TPO1:TCB2,TPO2:TPO1
TPO1:TCB2,TPO1:MID2
TPO1:TCB2,TPO1:RSA3
PLM2:HNM1,PLM2:WSC2
PLM2:HNM1,HNM1:HXT5
PLM2:HNM1,HNM1:HXT1
PLM2:HNM1,HNM1:HXT2
PLM2:HNM1,HNM1:PPZ1
PLM2:HNM1,HNM1:YGL108C
PLM2:HNM1,FLC2:PLM2
PLM2:HNM1,HNM1:YMR010W
PLM2:HNM1,HNM1:PDR12
PLM2:HNM1,PLM2:FLC1
PLM2:HNM1,PLM2:QDR2
PLM2:HNM1,HNM1:YLR413W
PLM2:HNM1,SNQ2:HNM1
PLM2:HNM1,HNM1:MUP1
PLM2:HNM1,SDS23:HNM1
PLM2:HNM1,HNM1:TCB3
PLM2:HNM1,PLM2:SNA3
PLM2:HNM1,PLM2:YOR1
PLM2:HNM1,HNM1:SLM1
TPO1:MEP3,TPO2:TPO1
TPO1:MEP3,TPO1:MID2
FMP45:TPO2,TPO2:TPO1
FMP45:TPO2,FMP45:MID2
FUI1:FMP45,FMP45:MID2
PLM2:WSC2,PLM2:SNA3
ERG11:SCS7,ERG11:TPO4
ERG11:SCS7,ERG11:HYR1
SIS2:PIS1,PIS1:ERV25
YBL039W-A:HYR1,ERG11:HYR1
SFK1:TPO4,ERG11:TPO4
PHO88:TPO2,TPO2:TPO1
ERG11:SPC2,ERG11:TPO4
ERG11:SPC2,ERG11:HYR1
SHR3:ERG11,ERG11:TPO4
SHR3:ERG11,ERG11:HYR1
FLC2:PLM2,PLM2:SNA3
ERG5:PIS1,PIS1:ERV25
FMP45:YGR130C,FMP45:MID2
COS4:ERG11,ERG11:TPO4
COS4:ERG11,ERG11:HYR1
PLM2:FLC1,PLM2:SNA3
FTR1:TPO2,TPO2:TPO1
PPZ1:PIS1,PIS1:ERV25
PLM2:QDR2,PLM2:SNA3
SYP1:MID2,FMP45:MID2
SYP1:MID2,TPO1:MID2
ERG11:SEC62,ERG11:TPO4
ERG11:SEC62,ERG11:HYR1
SNA3:VPS35,PLM2:SNA3
TPO2:TPO1,TPO2:SFK1
TPO2:TPO1,RFS1:TPO2
TPO2:TPO1,TPO1:MID2
TPO2:TPO1,HSP30:TPO2
TPO2:TPO1,TPO1:RSA3
RFS1:HYR1,ERG11:HYR1
SHU1:ERG11,ERG11:TPO4
SHU1:ERG11,ERG11:HYR1
ERG11:CPT1,ERG11:TPO4
ERG11:CPT1,ERG11:HYR1
WBP1:ERV25,PIS1:ERV25
ERV25:ALG5,PIS1:ERV25
PIS1:ERV25,YBR241C:ERV25
PIS1:ERV25,ERG3:ERV25
PIS1:ERV25,OSH6:PIS1
PIS1:ERV25,ROD1:PIS1
PIS1:ERV25,TCB3:PIS1
FMP45:MID2,BBC1:MID2
FMP45:MID2,FMP45:PDR5
FMP45:MID2,MID2:MYO5
FMP45:MID2,FTR1:MID2
FMP45:MID2,TPO1:MID2
HSP30:TPO4,ERG11:TPO4
BBC1:MID2,TPO1:MID2
ERG11:SEY1,ERG11:TPO4
ERG11:SEY1,ERG11:HYR1
ERG11:TPO4,SLC1:ERG11
ERG11:TPO4,ERG11:GTT1
ERG11:TPO4,ERG11:VHS3
ERG11:TPO4,ERG11:HYR1
ERG11:TPO4,ERG11:ILM1
ERG11:TPO4,ERG11:STE24
ERG11:TPO4,OSH7:TPO4
ERG11:TPO4,ERG11:PHO86
SLC1:ERG11,ERG11:HYR1
ERG11:GTT1,ERG11:HYR1
ERG11:VHS3,ERG11:HYR1
ERG11:HYR1,ERG11:ILM1
ERG11:HYR1,ERG11:STE24
ERG11:HYR1,ERG11:PHO86
MID2:MYO5,TPO1:MID2
FTR1:MID2,TPO1:MID2
TPO1:MID2,TPO1:RSA3
PLM2:SNA3,ARF1:SNA3
PLM2:SNA3,PLM2:YOR1
